GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
风色幻想3 罪与罚的镇魂歌,Wind Fantasy III,弘煜科技,寰宇之星,最早发售 2004-11-16,true,,,,,,,,,,,,,,,"pc, "
阿佛纳姆2 水晶之魂,Avernum 2: Crystal Souls,Spiderweb Software,Spiderweb Software,最早发售 2015-01-15,false,,,,,,,,,,,,,,,"pc, "
地牢之魂,Dungeon Souls,Lamina Studios,Plug In Digital,最早发售 2016-12-03,false,,,,,,,,,,,,,,,"pc, "
对马之魂,Ghost of Tsushima,Sucker Punch,Sony Interactive Entertainment,,,最早发售 2020-07-17,true,,,,,,,,,,,,,"ps4, "
荣耀战魂,For Honor,Ubisoft,Ubisoft,,,2017-02-14,false,,,,,,,,,,,,,"ps4, "
黑暗之魂3,Dark Souls Ⅲ,FromSoftware,Bandai Namco,,,2016-03-24,false,,,,,,,,,,,,,"ps4, "
圣斗士星矢 勇斗之魂,聖闘士星矢 ソルジャーズ・ソウル,Bandai Namco,Bandai Namco,,,2015-09-25,false,,,,,,,,,,,,,"ps4, "
泰坦之魂,Titan Souls,Acid Games,Devolver Digital,,,2015-04-14,false,,,,,,,,,,,,,"ps4, "
黑暗之魂2：原罪学者,Dark Souls II: Scholar of the First Sin,FromSoftware,Bandai Namco,,,2015-04-07,false,,,,,,,,,,,,,"ps4, "
职业棒球之魂 2015,Pro Yakyū Spirits 2015,Konami,Konami,,,,,,,,,,,,,,,2015-03-26,false,"psv, "
职业棒球之魂 2014,Pro Yakyuu Spirits 2014,Konami,Konami,,,,,,,,,,,,,,,2014-03-20,false,"psv, "
职业棒球之魂 2013,Pro Yakyuu Spirits 2013,Konami,Konami,,,,,,,,,,,,,,,2013-03-20,false,"psv, "
战斗机器人之魂,バトルロボット魂,Bandai Namco,Bandai Namco,,,,,,,,,,,,,,,,,"psp, "
忍魂 真田兽勇士传,忍スピリッツ 真田獣勇士伝,Tom Create,Tom Create,,,,,,,,,,,,,2012-12-05,false,,,"3ds, "
