GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
异形：隔离,Alien: Isolation,Creative Assembly,SEGA,,,,,,,,,,,,,,,,,"ns, ps4, xb1, pc, ps3, "
隔离,Sundered,2017-07-28,动作,,,2017-07-28,false,,,,,,,,,,,,,"ps4, "
隔离通告,Quarantine Circular,Bithell Games,Bithell Games,,,,,,,,,,,,,,,,,"ns, "
异形国度,Alienation,Housemarque,Sony Interactive Entertainment,,,2016-04-26,false,,,,,,,,,,,,,"ps4, "
异形2,Anomaly 2,即时战略,11 bit studios,,,2014-09-16,false,,,,,,,,,,,,,"ps4, "
异形 殖民陆战队,Aliens: Colonial Marines,SEGA,SEGA,2013-02-12,false,,,,,,,,,,,,,,,"pc, "
异形混沌3D,Alien Chaos 3D,Ludosity,GMG Play,,,,,,,,,,,,,2012-09-25,false,,,"3ds, "
黑衣人 异形危机,Men In Black Alien Crisis,Fun Labs,Activision,,,,,,,,,,,,,,,,,"ps3, "
异形战机 FINAL 2,R-TYPE FINAL 2,Irem,Granzella,,,,,,,,,,,,,,,,,"xsx|s, ns, ps4, xb1, "
异形天降,Megaton Rainfall,"Pentadimensional Games, SL","Pentadimensional Games, SL",,,,,,,,,,,,,,,,,"ns, ps4, xb1, "
异形橄榄球联盟,Mutant Football League,Digital Dreams Entertainment LLC,Digital Dreams Entertainment LLC,,,,,,,,,,,,,,,,,"ps4, xb1, "
艾森霍恩 异形审判官,Eisenhorn: XENOS,Pixel Hero Games,Pixel Hero Games,,,,,,,,,,,,,,,,,"pc, ios, "
