GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
火焰纹章if：白夜王国/暗夜王国,ファイアーエムブレムif 白夜王国 / 暗夜王国,Intelligent Systems,Nintendo,,,,,,,,,,,,,最早发售 2015-06-25(日版),false,,,"3ds, "
Fate/EXTELLA LINK,フェイト／エクステラ リンク,Marvelous,SEGA,,,,,,,,,,,,,,,,,"ns, "
Fate/EXTELLA,,Marvelous,Marvelous,,,,,,,,,,,,,,,,,"ns, "
命运之手2,Hand of Fate 2,Defiant Development,Defiant Development,,,,,,,,,,,,,,,,,"ns, "
天命奇御2,Fate Seeker2,甲山林娱乐,甲山林娱乐,最早发售 2021,true,,,,,,,,,,,,,,,"pc, "
天命奇御,Fate Seeker,甲山林娱乐,甲山林娱乐,2018-08-08,false,,,,,,,,,,,,,,,"pc, "
Fate/Grand Order,命运 冠位指定,DELiGHTWORKS,Type-Moon,,,,,,,,,,,,,,,,,"ios, "
命运之手,Hand of Fate,Defiant Development,Defiant Development,,,2014-07-07,false,,,,,,,,,,,,,"ps4, "
Fate/EXTRA CCC,フェイト／エクストラ CCC,Marvelous,AQL,,,,,,,,,,,,,,,,,"psp, "
Fate/Stay Night [Realta Nua],Fate/Stay Night [Realta Nua],Type-Moon,Kadokawa Games,,,,,,,,,,,,,,,2012-11-29,false,"psv, "
Fate/EXTRA,Fate/EXTRA,Type-Moon,Marvelous,,,,,,,,,,,,,,,,,"psp, "
Fate/无限代码 携带版,Fate/unlimited codes PORTABLE,CAPCOM,CAPCOM,,,,,,,,,,,,,,,,,"psp, "
Fate/无限代码,Fate/unlimited codes,CAPCOM,CAPCOM,,,,,,,,,,,,,,,,,"ps2, "
Fate/老虎竞技场 强化版,フェイト/タイガーころしあむ アッパー,CAPCOM,CAPCOM,,,,,,,,,,,,,,,,,"psp, "
Fate/老虎竞技场,フェイト/タイガーころしあむ,Cavia,CAPCOM,,,,,,,,,,,,,,,,,"psp, "
HEX 命运碎片,HEX: Shards of Fate,Hex Entertainment,Hex Entertainment,,,最早发售 2016-01-26,false,,,,,,,,,,,,,"ps4, "
罗格朗的遗产 命运之歌,LEGRAND LEGACY Tale of the Fatebounds,SEMISOFT,Mayflower Entertainment,,,,,,,,,,,,,,,,,"ns, "
魔鬼恋人：暗黑命运,Diabolik Lovers: Dark Fate,Otomate,Idea Factory,,,,,,,,,,,,,,,2015-02-26,false,"psv, "
Fate/hollow ataraxia,,Type-Moon,Type-Moon,2014-11-27,false,,,,,,,,,,,,,,,"pc, "
魔法少女☆伊莉雅,Fate/kaleid liner Prisma Illya,Kadokawa Games,Kadokawa Games,,,,,,,,,,,,,2014-07-31,false,,,"3ds, "
恶魔城：暗影之王-命运之镜,Castlevania: Lords of Shadow – Mirror of Fate,MercurySteam,Konami,,,,,,,,,,,,,2013-03-05,false,,,"3ds, "
漫画英雄对Capcom 3,Marvel VS. Capcom 3 Fate of Two Worlds,Eighting,CAPCOM,,,,,,,,,,,,,,,,,"ps3, "
最终幻想 水晶编年史 命运指轮,Final Fantasy Crystal Chronicles: Ring of Fates,Square Enix,Square Enix,,,,,,,,,,,,,,,,,"nds, "
魔法门9：命运圣典,Might and Magic IX: Writ of Fate,New World Computing,3DO,最早发售 2002-03-29,false,,,,,,,,,,,,,,,"pc, "
勇者斗恶龙12 被选中的命运之火,ドラゴンクエストXII 選ばれし運命の炎,Square Enix,Square Enix,,,,,,,,,,,,,,,,,"平台未定, "
