GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
古惑狼4 时机已到,Crash Bandicoot 4: It's About Time,Toys For Bob,Activision,,,,,,,,,,,,,,,,,"xsx|s, ps5, ns, ps4, xb1, "
