GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
东方苍神缘起V,東方蒼神縁起V,Strawberry Bose,Sony Interactive Entertainment,,,,,,,,,,,,,,,2016-04-28,false,"psv, "
刀剑神域：导演版,Sword Art Online: Game Director’s Edition,Bandai Namco,Bandai Namco,,,2015-11-19,false,,,,,,,,,,,,,"ps4, "
神界：原罪 加强版,Divinity Original Sin: Enhanced Edition,Larian Studios,Focus Home Interactive,,,,,,,,,,,,,,,,,"ps4, xb1, "
万亿魔坏神,魔壊神トリリオン,Compile Heart,Compile Heart,,,,,,,,,,,,,,,2015-07-23,false,"psv, "
刀剑神域：失落之歌,Sword Art Online: Lost Song,Artdink,Bandai Namco,,,,,,,,,,,,,,,最早发售 2015-03-26,true,"ps4, psv, "
鹿神,The Deer God,Crescent Moon Games,Crescent Moon Games,,,,,,,,,,,,,,,,,"xb1, "
绝命神枪,Gunscape,Blowfish Studios,Blowfish Studios,,,,,,,,,,,,,,,,,"xb1, "
真流行之神,真流行り神,日本一,日本一,,,,,,,,,,,,,,,2014-08-07,false,"psv, "
新忍者神龟,Teenage Mutant Ninja Turtles,Magic Pockets,Activision,,,,,,,,,,,,,2014-08-05,false,,,"3ds, "
刀剑神域：虚空断章,ソードアート・オンライン －ホロウ・フラグメント－,Aquria,Bandai Namco,,,,,,,,,,,,,,,2014-04-24,false,"psv, "
御姐武戏Z 神乐 with NoNoNo,お姊チャンバラZ ～カグラ～ With NoNoNo!,D3 Publisher,D3 Publisher,,,,,,,,,,,,,,,,,"ps3, "
尼克忍者神龟,Nickelodeon Teenage Mutant Ninja Turtles,Magic Pockets,Activision,,,,,,,,,,,,,2013-10-22,false,,,"3ds, "
荒神,Aragami,Lince Works,Maximum Games,,,2016-10-04,false,,,,,,,,,,,,,"ps4, "
拾荒花园,Scrap Garden,Flazm,Flazm,最早发售 2016-05-07,true,,,,,,,,,,,,,,,"pc, "
拾荒者,Scavengers,官网地址,Midwinter Entertainment,最早发售 发售日未定,false,,,,,,,,,,,,,,,"pc, "
鬼谷八荒,,鬼谷工作室,Lightning Games,最早发售 2021-01-27,true,,,,,,,,,,,,,,,"pc, "
四女神Online 网络次元海王星,四女神オンライン CYBER DIMENSION NEPTUNE,Compile Heart,Compile Heart,,,2017-02-09,false,,,,,,,,,,,,,"ps4, "
盖特破坏者 神,ガイストクラッシャーゴッド,CAPCOM,CAPCOM,,,,,,,,,,,,,2014-09-04,false,,,"3ds, "
超级机器人大战OG传说 魔装机神F 终焉的棺木,スーパーロボット大戦OGサーガ 魔装機神F COFFIN OF THE END,Bandai Namco,Bandai Namco,,,,,,,,,,,,,,,,,"ps3, "
日本职业麻将联盟推荐 彻底麻将！挑战女职业选手！彻万女神 特别版,日本プロ麻雀連盟推薦 とことん麻雀! 女流プロに挑戦! 徹萬女神 スペシャル,Kaga Create,Kaga Create,,,,,,,,,,,,,,,2013-11-28,false,"psv, "
超级机器人大战OG传说：魔装机神3 以正义为傲,スーパーロボット大戦OGサーガ 魔装機神III PRIDE OF JUSTICE,BANPRESTO,Bandai Namco,,,,,,,,,,,,,,,2013-08-22,false,"psv, "
神咒神威神乐 曙之光,神咒神威神楽 曙之光,Views Corporation,Views Corporation,,,,,,,,,,,,,,,2013-04-25,false,"psv, "
超级机器人大战OG传说：魔装机神2 邪神启示录 ,スーパーロボット大戦OGサーガ　魔装機神Ⅱ　REVELATION OF EVIL GOD,BANPRESTO,Bandai Namco,,,,,,,,,,,,,,,,,"psp, "
武装神姬 战斗大师,武装神姫 BATTLE MASTERS,Pyramid,Konami,,,,,,,,,,,,,,,,,"psp, "
Kilka牌神,Kilka Card Gods,Bamtang Games,Bamtang Games,,,,,,,,,,,,,,,2013-10-17,false,"psv, "
刀剑神域 无限时刻, ソードアート·オンライン -インフィニティ·モーメント-,Bandai Namco,Bandai Namco,,,,,,,,,,,,,,,,,"psp, "
银星将棋 强天怒斗风雷神,銀星将棋 強天怒闘風雷神,Silver Star,Silver Star,,,,,,,,,,,,,,,2012-08-09,false,"psv, "
世界树迷宫4：传承的巨神,Etrian Odyssey IV: Legends of the Titan,Atlus,Atlus,,,,,,,,,,,,,2012-07-05,false,,,"3ds, "
