GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
勇气原点 完全版,ブレイブリーデフォルト フォーザ·シークウェル,Square Enix,Square Enix,,,,,,,,,,,,,2013-12-05,false,,,"3ds, "
合金弹头 完全版,Metal Slug Anthology,SNK,SNK,,,,,,,,,,,,,,,,,"wii, "
热血完全版 FC篇,くにおくん 熱血コンプリート ファミコン篇,Technōs Japan,Arc System Works,,,,,,,,,,,,,2016-12-08,false,,,"3ds, "
死亡国度：启示录完全版,Dead Nation: Apocalypse Edition,Housemarque,Sony Interactive Entertainment,,,2014-03-04,false,,,,,,,,,,,,,"ps4, "
真·三国无双7 猛将传 完全版,真・三國無双7 with 猛将伝,Koei Tecmo,Koei Tecmo,,,,,,,,,,,,,,,,,"ns, "
弹珠英雄完全版,Pinball Heroes Complete,Sony Interactive Entertainment,Sony Interactive Entertainment,,,,,,,,,,,,,,,2013-07-02,false,"psv, "
二之国 白色圣灰的女王 完全版,二ノ国 白き聖灰の女王,角色扮演,LEVEL-5,,,,,,,,,,,,,,,,,"ps3, "
帝国时代3：完全版,Age of Empires III: Complete Collection,官网地址,Microsoft,最早发售 2009-09-15,false,,,,,,,,,,,,,,,"pc, "
机车风暴 完全版,MotorStorm Complete,Evolution Studios,Sony Interactive Entertainment,,,,,,,,,,,,,,,,,"ps3, "
秋之回忆6 完全版,Memories Off 6 Complete,5pb.,5pb.,,,,,,,,,,,,,,,2013-06-27,false,"psv, "
