GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
F1 2019,,Codemasters,Codemasters,,,,,,,,,,,,,,,,,"ps4, xb1, "
风色幻想4 圣战的终焉,Wind Fantasy 4: The END of F.L.S.D.,弘煜科技,寰宇之星,最早发售 2005-07-13,true,,,,,,,,,,,,,,,"pc, "
F1 2020,,Codemasters,Codemasters,,,,,,,,,,,,,,,,,"stadia, ps4, xb1, "
魔法飞球2nd,スイングゴルフ パンヤ 2ndショット!,Ntreev Soft,Koei Tecmo,,,,,,,,,,,,,,,,,"wii, "
死神BLEACH 刀刃战士2nd,BLEACH ~ブレイド·バトラーズ2nd~,Sony Interactive Entertainment,Sony Interactive Entertainment,,,,,,,,,,,,,,,,,"ps2, "
怪物猎人 携带版 2nd,モンスターハンターポータブル 2nd,CAPCOM,CAPCOM,,,,,,,,,,,,,,,,,"psp, "
死神DS 2nd：黑衣闪现的镇魂歌,BLEACH DS 2nd 黒衣ひらめく鎮魂歌,Treasure,SEGA,,,,,,,,,,,,,,,,,"nds, "
心跳回忆Girl's Side 2nd Kiss,ときめきメモリアル Girl's Side 2nd Kiss,文字,Konami,,,,,,,,,,,,,,,,,"ps2, "
新世纪福音战士 钢铁之女友2nd,新世紀エヴァンゲリオン 鋼鉄のガールフレンド2nd,GAINAX,GAINAX,2003-05-16,false,,,,,,,,,,,,,,,"pc, "
暗影火炬城,F.I.S.T.: Forged In Shadow Torch,钛核网络科技,bilibili,,,最早发售 2021-09-07,true,,,,,,,,,,,,,"ps5, ps4, "
极度恐慌3,F.E.A.R. 3,Warner Bros. Games,Warner Bros. Games,2011-06-21,false,,,,,,,,,,,,,,,"pc, "
骷髅女孩：二度返场,Skullgirls: 2nd Encore,Lab Zero Games,Autumn Games,最早发售 2016-04-13,false,,,,,,,,,,,,,,,"ns, ps4, pc, "
心跳回忆 Girl's Side 第二学期,Tokimeki Memorial Girl's Side 2nd Season,Konami,Konami,,,,,,,,,,,,,,,,,"nds, "
超级机器人大战 特勤司令官2,スーパーロボット大戦 Scramble Commander the 2nd,NK-SYSTEM,BANPRESTO,,,,,,,,,,,,,,,,,"ps2, "
真·三国无双 二度进化,真・三國無双 2nd Evolution,Koei Tecmo,Koei Tecmo,,,,,,,,,,,,,,,,,"psp, "
F1 2016,F1 2016,Codemasters,Codemasters,,,2016-08-19,false,,,,,,,,,,,,,"ps4, "
