GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
喋血复仇,Back 4 Blood,Turtle Rock Studios,Warner Bros. Games,,,,,,,,,,,,,,,,,"xsx|s, ps5, ps4, xb1, "
