GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
Brut@l,brutal,Stormcloud Games,Rising Star Games,,,2016-08-09,false,,,,,,,,,,,,,"ps4, "
迷人的残酷,The Sexy Brutale,Tequila Works,Tequila Works,,,,,,,,,,,,,,,,,"ns, ps4, xb1, "
野性传奇,Brutal Legend,Double Fine,EA,2009-10-13,false,,,,,,,,,,,,,,,"pc, "
花粉计划,Pollen,Mindfield Games,Mindfield Games,最早发售 2016-04-20,false,,,,,,,,,,,,,,,"pc, "
W.L.O. 世界恋爱机构,W.L.O. 世界恋愛機構,文字,5pb.,2009-03-26,false,,,,,,,,,,,,,,,"pc, "
黑色洛城,L.A. Noire,Team Bondi,Rockstar Games,,,,,,,,,,,,,,,,,"ns, "
超级机器人大战L,スーパーロボット大戦L,策略,Bandai Namco,,,,,,,,,,,,,,,,,"nds, "
帕梅拉,P.A.M.E.L.A.,NVYVE Studios,NVYVE Studios,最早发售 2017-03-09,false,,,,,,,,,,,,,,,"pc, "
潜行者2,S.T.A.L.K.E.R. 2,GSC Game World,GSC Game World,,,,,,,,,,,,,,,,,"xsx|s, "
四元素大冒险,Element4L,平台,I-Illusions,最早发售 2015-08-06,false,,,,,,,,,,,,,,,"ps4, pc, "
风色幻想4 圣战的终焉,Wind Fantasy 4: The END of F.L.S.D.,弘煜科技,寰宇之星,最早发售 2005-07-13,true,,,,,,,,,,,,,,,"pc, "
樱花革命 ～绽放的少女们～,サクラ革命〜華咲く乙女たち〜,DELiGHTWORKS,SEGA,,,,,,,,,,,,,,,,,"ios, "
