GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
魔塔大陆2 响彻世界的少女们的创造诗,アルトネリコ2 世界に響く少女たちの創造詩,Gust Co. Ltd.,Bandai Namco,,,,,,,,,,,,,,,,,"ps2, "
世界树迷宫,世界樹の迷宮,角色扮演,Atlus,,,,,,,,,,,,,,,,,"nds, "
Re:从零开始的异世界生活 虚假的王选候补,Re:ゼロから始める異世界生活 偽りの王選候補,Spike Chunsoft,Spike Chunsoft,,,最早发售 2021-01-28,true,,,,,,,,,,,,,"ns, ps4, "
Re:从零开始的异世界生活 死或吻,Re:ゼロから始める異世界生活 -DEATH OR KISS-,MAGES.,MAGES.,,,2017-03-23,false,,,,,,,,,,,,,"ps4, "
天外世界,The Outer Worlds,Obsidian,Private Division,,,,,,,,,,,,,,,,,"ns, ps4, xb1, "
超级马力欧3D世界 + 狂怒世界,スーパーマリオ ３Ｄワールド ＋ フューリーワールド,Nintendo,Nintendo,,,,,,,,,,,,,,,,,"ns, "
边缘世界,RimWorld,Ludeon,Ludeon,最早发售 2013-11-04,true,,,,,,,,,,,,,,,"pc, "
超级马力欧3D世界,Super Mario 3D World,1-UP Studio,Nintendo,,,,,,,,,,,,,,,,,"wiiu, "
僵尸世界大战,World War Z,Saber Interactive,Focus Home Interactive,,,2019-04-16,false,,,,,,,,,,,,,"ps4, "
耀西的手工世界,ヨッシークラフトワールド,Good-Feel,Nintendo,,,,,,,,,,,,,,,,,"ns, "
热血世界 经典合集,くにおくん ザ・ワールド クラシックスコレクション,Arc System Works,Arc System Works,,,,,,,,,,,,,,,,,"ns, "
美妙世界 Final Remix,The World Ends With You -Final Remix-,Square Enix,Square Enix,,,,,,,,,,,,,,,,,"ns, "
世界末日症候群,World End Syndrome,Toybox Games,Arc System Works,,,,,,,,,,,,,,,,,"ns, "
侏罗纪世界 进化,Jurassic World Evolution,Frontier Developments,Frontier Developments,,,,,,,,,,,,,,,,,"ps4, xb1, "
世界摩托大奖赛18,MotoGP 18,Milestone S.r.l.,Milestone S.r.l.,,,,,,,,,,,,,,,,,"ns, "
怪物猎人 世界,Monster Hunter World,CAPCOM,CAPCOM,,,,,,,,,,,,,,,,,"ps4, xb1, "
音乐世界2,Cytus II,Rayark International Limited,腾讯游戏,,,,,,,,,,,,,,,,,"ns, "
