GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
Chorus,,Deep Silver Fishlabs,Deep Silver,,,,,,,,,,,,,,,,,"xsx|s, ps5, stadia, ps4, xb1, "
