GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
偶像大师 星耀季节,IDOLM@STER Starlit Season,ILCA,Bandai Namco,,,最早发售 2021-10-14,true,,,,,,,,,,,,,"ps4, "
偶像大师 白金之星,アイドルマスター プラチナスターズ,Bandai Namco,Bandai Namco,,,2016-07-28,false,,,,,,,,,,,,,"ps4, "
偶像大师 星光舞台,アイドルマスター ステラステージ,Bandai Namco,Bandai Namco,,,2017-12-21,false,,,,,,,,,,,,,"ps4, "
偶像大师 灰姑娘女孩 VR,アイドルマスター シンデレラガールズ ビューイングレボリューション,Cygames,Bandai Namco,,,2016-10-13,false,,,,,,,,,,,,,"ps4, "
偶像大师 闪亮音乐祭,アイドルマスター シャイニーフェスタ,Bandai Namco,Bandai Namco,,,,,,,,,,,,,,,,,"psp, "
偶像大师2,アイドルマスター2,Bandai Namco,Bandai Namco,,,,,,,,,,,,,,,,,"x360, "
偶像大师 深情之星,アイドルマスター ディアリースターズ,Bandai Namco,Bandai Namco,,,,,,,,,,,,,,,,,"nds, "
偶像大师SP,アイドルマスターSP ,Bandai Namco,Bandai Namco,,,,,,,,,,,,,,,,,"psp, "
偶像大师,アイドルマスター,模拟,Bandai Namco,,,,,,,,,,,,,,,,,"x360, "
偶像大师：Must Songs 红盘/青盘,Idol Master：Must Songs 赤盤/青盤,音乐,Bandai Namco,,,,,,,,,,,,,,,2015-12-10,false,"psv, "
偶像大师 全力以赴,THE IDOL M@STER ONE FOR ALL,Bandai Namco,Bandai Namco,,,,,,,,,,,,,,,,,"ps3, "
幸运星 网络偶像大师,らき☆すた ネットアイドル·マイスター,Vridge,Kadokawa Games,,,,,,,,,,,,,,,,,"psp, "
偶像大师 Live For You！,The Idolm@ster: Live for You!,Bandai Namco,Bandai Namco,,,,,,,,,,,,,,,,,"x360, "
