GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
魔法少女☆伊莉雅,Fate/kaleid liner Prisma Illya,Kadokawa Games,Kadokawa Games,,,,,,,,,,,,,2014-07-31,false,,,"3ds, "
伊森 陨石猎人,Ethan: Meteor Hunter,Seaven Studio,Seaven Studio,,,,,,,,,,,,,,,2014-02-07,false,"psv, "
伊苏：塞尔塞塔的树海 改,イース セルセタの樹海：改,Nihon Falcom,Nihon Falcom,,,最早发售 2019-05-16,true,,,,,,,,,,,,,"ps4, "
伊苏：塞尔塞塔的树海,Ys: Memories of Celceta,Nihon Falcom,Nihon Falcom,2012-09-27,false,,,,,,,,,,,,,,,"pc, "
伊苏 起源,イース・オリジン,Nihon Falcom,Nihon Falcom,最早发售 2006-12-21(日版),true,,,,,,,,,,,,,,,"ns, ps4, pc, "
伊苏 vs 空之轨迹 抉择传奇,イースvs.空の軌跡 オルタナティブ・サーガ,Nihon Falcom,Nihon Falcom,,,,,,,,,,,,,,,,,"psp, "
伊苏Ⅰ&Ⅱ 编年史,イースI＆IIクロニクルズ,Nihon Falcom,Nihon Falcom,,,,,,,,,,,,,,,,,"psp, "
伊苏 法尔加纳的誓言,イース -フェルガナの誓い-,Nihon Falcom,Nihon Falcom,2005-06-30,false,,,,,,,,,,,,,,,"pc, "
伊苏Ⅳ 太阳面具,イースIV MASK OF THE SUN -a new theory-,Arc System Works,Taito,,,,,,,,,,,,,,,,,"ps2, "
伊苏Ⅵ 那比斯汀的方舟,イースVI -ナピシュテムの匣-,Nihon Falcom,Nihon Falcom,2003-09-27,false,,,,,,,,,,,,,,,"pc, "
精灵宝可梦 Let's Go 皮卡丘/伊布,ポケットモンスター Let's GO！ ピカチュウ／Let's GO！ イーブイ,Game Freak,The Pokémon Company,,,,,,,,,,,,,,,,,"ns, "
异度神剑2 黄金之国伊拉,Xenoblade Chronicles 2 Torna: The Golden Country,Monolith Soft,Nintendo,,,,,,,,,,,,,,,,,"ns, "
另一个伊甸 超越时空的猫,アナザーエデン 時空を超える猫,Wright Flyer Studios,GREE,,,,,,,,,,,,,,,,,"ns, "
伊森·卡特的消失,The Vanishing of Ethan Carter,The Astronauts,The Astronauts,,,,,,,,,,,,,,,,,"ns, ps4, xb1, "
