GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
深渊,Deep Down,CAPCOM,CAPCOM,,,动作,false,,,,,,,,,,,,,"ps4, "
深渊狂猎,ラピス・リ・アビス,日本一,日本一,,,,,,,,,,,,,,,,,"ns, "
深渊矿坑,Chasm,Discord Games,Discord Games,,,2018-07-31,false,,,,,,,,,,,,,"ps4, "
东京新世录 作战深渊,東京新世録 オペレーションアビス,Experience,5pb.,,,,,,,,,,,,,,,2014-07-24,false,"psv, "
深渊奥德赛,Abyss Odyssey,ACE Team,Atlus,,,2014-07-15,false,,,,,,,,,,,,,"ps4, "
深渊传说,Tales of the Abyss,Bandai Namco,Bandai Namco,,,,,,,,,,,,,2012-02-14,false,,,"3ds, "
神秘海域：黄金深渊,Uncharted: Golden Abyss,Bend Studio,Sony Interactive Entertainment,,,,,,,,,,,,,,,2011-12-17,false,"psv, "
轮回深渊,Ancient Abyss,Screambox Studio,Zodiac Interactive,,,最早发售 2021,true,,,,,,,,,,,,,"ns, ps4, "
霓虹深渊,Neon Abyss,Veewo Games,Team17,,,,,,,,,,,,,,,,,"ns, ps4, xb1, "
最终幻想15：深渊魔兽,Monster of the Deep Final Fantasy XV,Square Enix,Square Enix,,,最早发售 2017-11-21,true,,,,,,,,,,,,,"ps4, "
来自深渊 朝向黑暗的双星,Made in Abyss: Binary Star Falling into Darkness,Spike Chunsoft,Spike Chunsoft,,,最早发售 2022,true,,,,,,,,,,,,,"ns, ps4, "
