GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
DC宇宙 Online,DC Universe Online,Daybreak Game,Daybreak Game,,,2011-01-11,false,,,,,,,,,,,,,"ps4, "
风色幻想Online,Le Ciel Bleu 〜ル・シエル・ブルー〜,弘煜科技,智冠科技,最早发售 2009-08-18,true,,,,,,,,,,,,,,,"pc, "
如龙Online,龍が如く ONLINE,SEGA,SEGA,,,,,,,,,,,,,,,,,"pc, ios, "
指环王Online,The Lord of the Rings Online,Turbine,Midway Games,最早发售 2007-04-24,false,,,,,,,,,,,,,,,"pc, "
VR 网球 Online,VR Tennis Online,2016-03-17,COLOPL,,,2016-03-17,false,,,,,,,,,,,,,"ps4, "
RO仙境传说,RO仙境传说 守护永恒的爱,Gravity Corporation,心动网络,,,,,,,,,,,,,,,,,"ios, "
龙之信条 Online,Dragon's Dogma Online,CAPCOM,CAPCOM,,,2015-08-31,false,,,,,,,,,,,,,"ps4, "
双截龙2 Wander of the Dragons,Double Dragon II: Wander of the Dragons,Gravity Corporation,CyberFront,,,,,,,,,,,,,,,,,"x360, "
上古卷轴Online,The Elder Scrolls Online,ZeniMax Online,Bethesda,,,,,,,,,,,,,,,,,"xsx|s, ps5, stadia, ps4, xb1, "
最终幻想11,FINAL FANTASY XI Online,Square,Square,,,,,,,,,,,,,,,,,"pc, x360, "
勇者斗恶龙10 Online,Dragon Quest X Online,Square Enix,Square Enix,,,,,,,,,,,,,,,,,"ns, "
荒野大镖客Online,Red Dead Online,Rockstar Games,Rockstar Games,,,最早发售 2018-11-27,true,,,,,,,,,,,,,"ps4, "
红警OL,Red Alert Online,腾讯游戏,腾讯游戏,,,,,,,,,,,,,,,,,"ios, "
最终幻想：零式Online,Final Fantasy Type-0 Online,2016-12-14,角色扮演,2016-12-14,false,,,,,,,,,,,,,,,"pc, "
魔女恋爱日记 Dragon×Caravan,魔女こいにっきDragon×Caravan,文字,Kaga Create,,,,,,,,,,,,,,,2015-12-24,false,"psv, "
勇者要塞BAGOOON!!,勇者トリデ BAGOOON!!,Acquire,Acquire,,,,,,,,,,,,,,,2015-02-13,false,"psv, "
无冬OL,Neverwinter Online,Cryptic Studios,完美世界(Perfect World),,,2014-09-29,false,,,,,,,,,,,,,"ps4, "
真·三国无双 Online Z,真·三國無双Online Z,Koei Tecmo,Koei Tecmo,,,2014-09-08,false,,,,,,,,,,,,,"ps4, "
信长之野望ONLINE：天下梦幻之章,信長の野望Online,Koei Tecmo,Koei Tecmo,,,2014-03-19,false,,,,,,,,,,,,,"ps4, "
伊卡罗斯之炮 Online,Guns of Icarus Online,Muse Games,Muse Games,,,2012-09-30,false,,,,,,,,,,,,,"ps4, "
守护之心 Online,Guardian hearts Online,Q Entertainment,Q Entertainment,,,,,,,,,,,,,,,2012-08-09,false,"psv, "
OutRun经典在线,OutRun Online Arcade,Sumo Digital,SEGA,,,2009-04-15,false,,,,,,,,,,,,,"ps4, "
星战前夜,EVE Online,CCP Games,Simon & Schuster,2003-05-06,false,,,,,,,,,,,,,,,"pc, "
梦幻之星Online 2 新起源,PHANTASY STAR ONLINE 2 NEW GENESIS,SEGA,SEGA,,,,,,,,,,,,,,,,,"ns, ps4, xb1, "
龙之皇冠Pro,Dragon's Crown Pro,Vanillaware,Atlus,,,2018-02-08,false,,,,,,,,,,,,,"ps4, "
刀剑神域 夺命凶弹,ソードアートオンライン　フェイタルバレット,Bandai Namco,Bandai Namco,,,2018-02-08,false,,,,,,,,,,,,,"ps4, "
乐高忍者,The Lego Ninjago,动作,Warner Bros. Games,,,,,,,,,,,,,,,,,"ns, "
神奇男孩：龙之陷阱,Wonder Boy: The Dragon's Trap,Lizardcube,DotEmu,,,,,,,,,,,,,,,,,"ns, "
四女神Online 网络次元海王星,四女神オンライン CYBER DIMENSION NEPTUNE,Compile Heart,Compile Heart,,,2017-02-09,false,,,,,,,,,,,,,"ps4, "
双截龙4,Double Dragon 4,Arc System Works,Arc System Works,,,,,,,,,,,,,,,,,"ns, ps4, xb1, "
刀剑神域：虚空幻界,Sword Art Online: Hollow Realization,Bandai Namco,Bandai Namco,,,2016-10-27,false,,,,,,,,,,,,,"ps4, "
特技摩托：血龙,Trials of the Blood Dragon,RedLynx,Ubisoft,,,2016-06-14,false,,,,,,,,,,,,,"ps4, "
虚幻争霸,Paragon,Epic Games,Epic Games,,,2016-06-07,false,,,,,,,,,,,,,"ps4, "
星战前夜：女武神,EVE: Valkyrie,CCP,CCP,,,2016-03-28,false,,,,,,,,,,,,,"ps4, "
勇者斗恶龙 怪物篇 Joker3,Dragon Quest Monsters Joker3,Square Enix,Square Enix,,,,,,,,,,,,,2016-03-24,false,,,"3ds, "
刀剑神域：导演版,Sword Art Online: Game Director’s Edition,Bandai Namco,Bandai Namco,,,2015-11-19,false,,,,,,,,,,,,,"ps4, "
梦幻之星 Online 2,Phantasy Star Online 2,SEGA,SEGA,最早发售 2012-07-04,false,,,,,,,,,,,,,,,"ns, ps4, xb1, pc, "
阿尔比恩OL,Albion Online,Sandbox Interactive GmbH,Sandbox Interactive GmbH,最早发售 2017-07-17,true,,,,,,,,,,,,,,,"pc, "
AGOS：宇宙的游戏,AGOS: A Game of Space,Ubisoft,Ubisoft,最早发售 2020-10-28,false,,,,,,,,,,,,,,,"pc, "
攻壳机动队 Stand Alone Complex - First Assault Online,Ghost in the Shell: Stand Alone Complex - First Assault Online,NEXON,Neople,最早发售 2016-07-28,false,,,,,,,,,,,,,,,"pc, "
迷你乐高在线,LEGO Minifigures Online,Funcom,Funcom,,,,,,,,,,,,,,,,,"pc, ios, "
