GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
战国无双2,戦国無双2,Koei Tecmo,Koei Tecmo,,,,,,,,,,,,,,,,,"x360, "
激·战国无双,激・戦国無双,Koei Tecmo,Koei Tecmo,,,,,,,,,,,,,,,,,"psp, "
十二勇士 战国封神传,Twelve〜戦国封神伝〜,策略,Konami,,,,,,,,,,,,,,,2005-08-25,false,"psv, "
战国CANNON,戦国キャノン -SENGOKU ACE EPISODE III-,Psikyo,X-Nauts,,,,,,,,,,,,,,,,,"psp, "
战国BASARA,戦国BASARA,CAPCOM,CAPCOM,,,,,,,,,,,,,,,,,"ps2, "
战国无双4 帝国,戦国無双4 Empires,Koei Tecmo,Koei Tecmo,,,2015-09-17,false,,,,,,,,,,,,,"ps4, "
战国无双4,戦国無双4,Omega Force,Koei Tecmo,,,2014-03-20,false,,,,,,,,,,,,,"ps4, "
战国无双5,戦国無双５,Koei Tecmo,Koei Tecmo,,,,,,,,,,,,,,,,,"ns, ps4, xb1, "
战国BASARA3 宴,戦国BASARA3 宴,CAPCOM,CAPCOM,,,,,,,,,,,,,,,,,"ps3, "
战国无双3 帝国,戦国無双3 Empires,Koei Tecmo,Koei Tecmo,,,,,,,,,,,,,,,,,"ps3, "
战国BASARA 编年史英雄,戦国BASARA クロニクルヒーローズ,CAPCOM,CAPCOM,,,,,,,,,,,,,,,,,"psp, "
战国无双：编年史,Samurai Warriors: Chronicles,Omega Force,Koei Tecmo,,,,,,,,,,,,,2011-02-26,false,,,"3ds, "
战国无双3 Z,戦国無双3 Z,Koei Tecmo,Koei Tecmo,,,,,,,,,,,,,,,,,"ps3, "
战国BASARA3,戦国BASARA3,CAPCOM,CAPCOM,,,,,,,,,,,,,,,,,"ps3, "
战国无双3,戦国無双3,Omega Force,Koei Tecmo,,,,,,,,,,,,,,,,,"wii, "
战国BASARA 战斗英雄,戦国BASARA バトルヒーローズ,CAPCOM,CAPCOM,,,,,,,,,,,,,,,,,"psp, "
战国BASARA X,戦国BASARA X,CAPCOM,CAPCOM,,,,,,,,,,,,,,,,,"ps2, "
战国BASARA 2 英雄外传,戦国BASARA2 英雄外伝(HEROES),CAPCOM,CAPCOM,,,,,,,,,,,,,,,,,"wii, "
战国无双 KATANA,戦国無双KATANA,Koei Tecmo,Koei Tecmo,,,,,,,,,,,,,,,,,"wii, "
战国无双2 猛将传,戦国無双2 猛将伝,Koei Tecmo,Koei Tecmo,,,,,,,,,,,,,,,,,"x360, "
经典迷宫：战国,クラシックダンジョン：戦国,日本一,日本一,,,,,,,,,,,,,,,2016-05-26,false,"psv, "
战国无双 真田丸,戦国無双～真田丸～,Koei Tecmo,Koei Tecmo,,,,,,,,,,,,,,,,,"ns, "
战国BASARA 真田幸村传,戦国BASARA 真田幸村伝,CAPCOM,CAPCOM,,,2016-08-25,false,,,,,,,,,,,,,"ps4, "
信长之野望：创造 战国立志传,信長の野望・創造 戦国立志伝,Koei Tecmo,Koei Tecmo,,,2016-03-24,false,,,,,,,,,,,,,"ps4, "
百花百狼：战国忍法帖,百花百狼 戦国忍法帳,Red Entertainment,D3 Publisher,,,,,,,,,,,,,,,2016-02-25,false,"psv, "
战国BASARA4 皇,戦国BASARA4 皇,CAPCOM,CAPCOM,,,2015-07-23,false,,,,,,,,,,,,,"ps4, "
战国无双4-Ⅱ,戦国無双4-Ⅱ,Omega Force,Koei Tecmo,,,2015-02-11,false,,,,,,,,,,,,,"ps4, "
战国无双：编年史3,Samurai Warriors: Chronicles 3,Koei Tecmo,Koei Tecmo,,,,,,,,,,,,,,,2014-12-04,false,"psv, "
战国BASARA4,戦国バサラ4,CAPCOM,CAPCOM,,,,,,,,,,,,,,,,,"ps3, "
战国无双2HD合辑,戦国無双2 with 猛将伝 ＆ Empires HD Version,Omega Force,Koei Tecmo,2013-10-24,false,,,,,,,,,,,,,,,"pc, "
战国无双 编年史 2nd,戦国無双 Chronicle 2nd,Koei Tecmo,Koei Tecmo,,,,,,,,,,,,,2012-09-13,false,,,"3ds, "
战国BASARA 高清合集,戦国BASARA HD collection,动作,CAPCOM,,,,,,,,,,,,,,,,,"ps3, "
