GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
鬼泣4 特别版,Devil May Cry 4 Special Edition,CAPCOM,CAPCOM,,,,,,,,,,,,,,,,,"ps4, xb1, "
任天堂明星大乱斗 特别版,大乱闘スマッシュブラザーズ SPECIAL,Sora,Nintendo,,,,,,,,,,,,,,,,,"ns, "
鬼泣5 特别版,Devil May Cry 5 Special Edition,CAPCOM,CAPCOM,,,,,,,,,,,,,,,,,"xsx|s, "
鬼泣5,Devil May Cry 5,CAPCOM,CAPCOM,,,,,,,,,,,,,,,,,"ps4, xb1, "
白骑士物语 古之鼓动 特别版,白騎士物語 －古の鼓動－ EX Edition,LEVEL-5,LEVEL-5,,,,,,,,,,,,,,,,,"ps3, "
上古卷轴5：天际 特别版,The Elder Scrolls V: Skyrim Special Edition,Bethesda,Bethesda,,,2016-10-28,false,,,,,,,,,,,,,"ps4, "
妖怪手表之舞：舞力全开特别版,妖怪ウォッチダンス JUST DANCE スペシャルバージョン,音乐,LEVEL-5,,,,,,,,,,,,,,,,,"wiiu, "
日本职业麻将联盟推荐 彻底麻将！挑战女职业选手！彻万女神 特别版,日本プロ麻雀連盟推薦 とことん麻雀! 女流プロに挑戦! 徹萬女神 スペシャル,Kaga Create,Kaga Create,,,,,,,,,,,,,,,2013-11-28,false,"psv, "
无双大蛇2 特别版,無双OROCHI2 Special,动作,Koei Tecmo,,,,,,,,,,,,,,,,,"psp, "
热血硬派 特别版,Nekketsu Koha Kunio-Kun Special,Million,Arc System Works,,,,,,,,,,,,,2011-12-15,false,,,"3ds, "
真·三国无双5 特别版,真・三國無双5 Special,Koei Tecmo,Koei Tecmo,,,,,,,,,,,,,,,,,"psp, "
猴岛小英雄 特别版,The Secret of Monkey Island: Special Edition,LucasArts,LucasArts,2009-07-15,false,,,,,,,,,,,,,,,"pc, "
高达无双 特别版,ガンダム無双 Special,Bandai Namco,Bandai Namco,,,,,,,,,,,,,,,,,"ps2, "
鬼泣3 特别版,Devil May Cry 3: Special Edition,CAPCOM,CAPCOM,,,,,,,,,,,,,,,,,"ns, ps4, xb1, pc, ps3, x360, "
