GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
无限边境 EXCEED 超级机器人大战OG传奇,無限のフロンティアEXCEED スーパーロボット大戦OGサーガ,Monolith Soft,Bandai Namco,,,,,,,,,,,,,,,,,"nds, "
杰克与达斯特 失落的边境,Jak and Daxter: The Lost Frontier,High Impact Games,Sony Interactive Entertainment,,,,,,,,,,,,,,,,,"psp, "
怪物猎人 边境 Online,モンスターハンター フロンティア オンライン,动作,CAPCOM,2007-07-05,false,,,,,,,,,,,,,,,"pc, "
阿凡达：潘多拉边境,Avatar: Frontiers of Pandora,Ubisoft,Ubisoft,,,,,,,,,,,,,,,,,"xsx|s, ps5, stadia, "
边境,Boundary,柳叶刀科技,柳叶刀科技,,,最早发售 2021-夏季,true,,,,,,,,,,,,,"ps4, "
边境保卫战,Border Break,SEGA,SEGA,,,2018-08-02,false,,,,,,,,,,,,,"ps4, "
怪物猎人：边境Z,モンスターハンター フロンティアZ,CAPCOM,CAPCOM,,,2016-11-09,false,,,,,,,,,,,,,"ps4, "
召唤之夜6：失落边境,サモンナイト6 失われた境界たち,Bandai Namco,Bandai Namco,,,2016-03-10,false,,,,,,,,,,,,,"ps4, "
星界边境,Starbound,Chucklefish Games,Chucklefish Games,,,2015-12-31,false,,,,,,,,,,,,,"ps4, "
怪物猎人：边境G6,Monster Hunter: Frontier G6,CAPCOM,CAPCOM,2014-11-19,false,,,,,,,,,,,,,,,"pc, "
怪物猎人：边境G5,Monster Hunter: Frontier G5,CAPCOM,CAPCOM,2014-07-23,false,,,,,,,,,,,,,,,"pc, "
怪物猎人：边境G Genuine,Monster Hunter: Frontier G Genuine,CAPCOM,CAPCOM,2014-04-23,false,,,,,,,,,,,,,,,"pc, "
怪物猎人：边境G,Monster Hunter: Frontier G,CAPCOM,CAPCOM,2013-12-11,false,,,,,,,,,,,,,,,"pc, "
边境之门,FRONTIER GATE（フロンティアゲ-ト）,Konami,Konami,,,,,,,,,,,,,,,,,"psp, "
超时空要塞 三角边境,マクロストライアングルフロンティア,Artdink,Bandai Namco,,,,,,,,,,,,,,,,,"psp, "
地狱边境,Limbo,Playdead,Playdead,,,,,,,,,,,,,,,,,"ns, "
