GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
匿名代码,ANONYMOUS;CODE,Chiyomaru Studio,MAGES.,,,最早发售 2021-秋季(日版),false,,,,,,,,,,,,,"ns, ps4, "
