GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
樱花大战 ～炽热之血～,サクラ大戦 〜熱き血潮に〜,Overworks,SEGA,,,,,,,,,,,,,,,,,"ps2, "
热血篮球,熱血！すとりーとバスケット～がんばれDunk Heroes～,Technōs Japan,Technōs Japan,,,,,,,,,,,,,,,,,"fc, "
吸血鬼之避世 血猎,Vampire The Masquerade: Bloodhunt,Sharkmob AB,Sharkmob AB,最早发售 2021,true,,,,,,,,,,,,,,,"pc, "
杀手：血钱,Hitman: Blood Money,IO Interactive,Eidos,,,,,,,,,,,,,,,,,"ps4, xb1, pc, ps3, x360, ps2, "
鬼灭之刃 火神血风谭,鬼滅の刃 ヒノカミ血風譚,CyberConnect2,Aniplex,,,,,,,,,,,,,,,,,"xsx|s, ps5, ps4, xb1, "
尸体派对：驭血,Corpse Party: Blood Drive,Team GrisGris,5pb.,,,,,,,,,,,,,,,2014-07-24,false,"psv, "
尸体派对：血色笼罩 无限恐怖,コープスパーティー ブラッドカバー リピーティッドフィアー,Team GrisGris,5pb.,,,,,,,,,,,,,2015-07-30,false,,,"3ds, "
尸体派对,コープスパーティー ブラッドカバーリピーティッドフィアー,5pb.,5pb.,,,,,,,,,,,,,2010-08-12,false,,,"3ds, "
枪、血、黑手党2,Guns， Gore and Cannoli 2,Crazy Monkey Studios,Crazy Monkey Studios,,,,,,,,,,,,,,,,,"ns, "
特技摩托：血龙,Trials of the Blood Dragon,RedLynx,Ubisoft,,,2016-06-14,false,,,,,,,,,,,,,"ps4, "
海贼王：燃烧之血,One Piece:Burning Blood,Spike Chunsoft,Bandai Namco,,,2016-04-21,false,,,,,,,,,,,,,"ps4, "
枪、血、黑手党,Guns，Gore&Cannoli,2015-04-30,动作,,,,,,,,,,,,,,,,,"ns, "
狼人之血,Blood of the Werewolf,Scientifically Proven,Scientifically Proven,2013-10-28,false,,,,,,,,,,,,,,,"pc, "
孤岛惊魂3 血龙,Far Cry 3: Blood Dragon,Ubisoft,Ubisoft,,,,,,,,,,,,,,,,,"ps3, "
007 血石,James Bond 007: Blood Stone,Bizarre Creations,Activision,2010-11-02,false,,,,,,,,,,,,,,,"pc, "
巴哈姆特之血,ブラッド オブ バハムート,THINK & FEEL,Square Enix,,,,,,,,,,,,,,,,,"nds, "
超执刀 新血,カドゥケウス ニューブラッド,Atlus,Atlus,,,,,,,,,,,,,,,,,"wii, "
