GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
初音未来：未来计划,Hatsune Miku and Future Stars: Project Mirai,SEGA,SEGA,,,,,,,,,,,,,2012-03-08,false,,,"3ds, "
初音未来 VR,Hatsune Miku VR,Crypton Future Media,Degica,,,最早发售 2019-12-05,false,,,,,,,,,,,,,"ps4, "
世界计划 多彩舞台 feat.初音未来,プロジェクトセカイ カラフルステージ！ feat.初音ミク,SEGA,SEGA,,,,,,,,,,,,,,,,,"ios, "
初音未来：未来计划2,Hatsune Miku: Project Mirai 2 JP（Hatsune Miku: Project Mirai Remix NA）,SEGA,SEGA,,,,,,,,,,,,,2013-11-28,false,,,"3ds, "
初音未来：未来计划 豪华版,初音ミク Project mirai でらっくす,SEGA,SEGA,,,,,,,,,,,,,2015-05-28,false,,,"3ds, "
初音未来 Project DIVA MEGA39's,初音ミク Project DIVA MEGA39's,SEGA,SEGA,,,,,,,,,,,,,,,,,"ns, "
初音未来：歌姬计划 未来之音,初音ミク Project DIVA Future Tone,SEGA,SEGA,,,2016-06-23,false,,,,,,,,,,,,,"ps4, "
初音未来：歌姬计划X HD,初音ミク Project DIVA X HD,SEGA,SEGA,,,2016-08-25,false,,,,,,,,,,,,,"ps4, "
初音未来 歌姬计划 扩张版,初音ミク -Project DIVA- extend,SEGA,SEGA,,,,,,,,,,,,,,,,,"psp, "
初音未来 歌姬计划 梦想剧场2,初音ミク -Project DIVA- ドリーミーシアター 2nd,SEGA,SEGA,,,,,,,,,,,,,,,,,"ps3, "
初音未来 歌姬计划 2,初音ミク -Project DIVA- 2nd,Dingo Games,SEGA,,,,,,,,,,,,,,,,,"psp, "
初音未来 歌姬计划,初音ミク -Project DIVA-,SEGA,SEGA,,,,,,,,,,,,,,,,,"psp, "
初音未来：歌姬计划F,Hatsune Miku: Project DIVA F,SEGA,SEGA,,,,,,,,,,,,,,,2012-08-30,false,"psv, "
初音未来：歌姬计划F 2nd,Hatsune Miku: Project DIVA F 2nd,SEGA,SEGA,,,,,,,,,,,,,,,2014-03-27,false,"psv, "
初音未来：歌姬计划X,初音ミク Project DIVA X,SEGA,SEGA,,,,,,,,,,,,,,,最早发售 2016-03-24(日版),false,"psv, "
初音未来VR 未来演唱会,初音ミク VR フューチャーライブ,SEGA,Sony Interactive Entertainment,,,2016-10-13,false,,,,,,,,,,,,,"ps4, "
初音未来 VR 未来演唱会,初音ミクVR Future Live,模拟,SEGA,,,2016-10-13,false,,,,,,,,,,,,,"ps4, "
初音未来与未来之星 未来计划,初音ミク and Future Stars Project mirai,SEGA,SEGA,,,,,,,,,,,,,最早发售 2012-03-08,false,,,"3ds, "
