GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
洇客,Inked: A Tale of Love,Somnium Games doo,Pixmain,,,,,,,,,,,,,,,,,"xsx|s, ps5, ns, ps4, xb1, pc, ios, "
代号：闯客,Chunker,SHIFTRICK,SHIFTRICK,最早发售 2020-07-24,true,,,,,,,,,,,,,,,"pc, "
杀手：代号47,Hitman: Codename 47,IO Interactive,Eidos,最早发售 2000-11-19,true,,,,,,,,,,,,,,,"pc, "
代号SSR,,策略,网易游戏,,,,,,,,,,,,,,,,,"ios, "
决战！平安京,代号MOBA,雷火网络,网易游戏,,,,,,,,,,,,,,,,,"ios, "
硬核机甲,Hardcore Mecha,火箭拳科技,火箭拳科技,,,最早发售 2019-06-27,true,,,,,,,,,,,,,"ns, ps4, "
代号：S.T.E.A.M.,Code Name S.T.E.A.M.,Intelligent Systems,Nintendo,,,,,,,,,,,,,最早发售 2015-03-13,false,,,"3ds, "
生化危机 代号：维罗妮卡X,Resident Evil Code: Veronica X,CAPCOM,CAPCOM,,,,,,,,,,,,,,,,,"dc, ps4, ps3, x360, ps2, "
代号：探戈,Operation: Tango,Clever Plays,Clever Plays,,,,,,,,,,,,,,,,,"xsx|s, ps5, ps4, xb1, "
侍魂 天下一剑客传,サムライスピリッツ 天下一剣客伝,SNK,SNK,,,,,,,,,,,,,,,,,"ps2, "
小迷糊闯七关,Foul Play,Mediatonic,Devolver Digital,,,2013-09-18,false,,,,,,,,,,,,,"ps4, "
浪客剑心 明治剑客浪漫谭 完醒,るろうに剣心 -明治剣客浪漫譚- 完醒,格斗,Bandai Namco,,,,,,,,,,,,,,,,,"psp, "
 浪客剑心　燃烧！京都轮回,るろうに剣心 -明治剣客浪漫譚- 炎上!京都輪廻,动作,BANPRESTO,,,,,,,,,,,,,,,,,"ps2, "
