GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
魔法少女☆伊莉雅,Fate/kaleid liner Prisma Illya,"3ds, ",Kadokawa Games,Kadokawa Games,,,,,,,,,,,,,2014-07-31,false,,
伊森 陨石猎人,Ethan: Meteor Hunter,"psv, ps3, ",Seaven Studio,Seaven Studio,,,,,,,,,,,,,,,2014-02-07,false
伊苏：塞尔塞塔的树海 改,イース セルセタの樹海：改,"ps4, ",Nihon Falcom,Nihon Falcom,,,最早发售 2019-05-16,true,,,,,,,,,,,,
伊苏：塞尔塞塔的树海,Ys: Memories of Celceta,"pc, psv, ",Nihon Falcom,Nihon Falcom,2012-09-27,false,,,,,,,,,,,,,2012-09-27,false
伊苏 起源,イース・オリジン,"ns, ps4, pc, ",Nihon Falcom,Nihon Falcom,最早发售 2006-12-21(日版),true,最早发售 2006-12-21(日版),true,,,,,,,,,,,,
伊苏 vs 空之轨迹 抉择传奇,イースvs.空の軌跡 オルタナティブ・サーガ,"psp, ",Nihon Falcom,Nihon Falcom,,,,,,,,,,,,,,,,
伊苏Ⅰ&Ⅱ 编年史,イースI＆IIクロニクルズ,"psp, ",Nihon Falcom,Nihon Falcom,,,,,,,,,,,,,,,,
伊苏 法尔加纳的誓言,イース -フェルガナの誓い-,"pc, psp, ",Nihon Falcom,Nihon Falcom,2005-06-30,false,,,,,,,,,,,,,,
伊苏Ⅳ 太阳面具,イースIV MASK OF THE SUN -a new theory-,"ps2, ",Arc System Works,Taito,,,,,,,,,,,,,,,,
伊苏Ⅵ 那比斯汀的方舟,イースVI -ナピシュテムの匣-,"pc, psp, ps2, ",Nihon Falcom,Nihon Falcom,2003-09-27,false,,,,,,,,,,,,,,
精灵宝可梦 Let's Go 皮卡丘/伊布,ポケットモンスター Let's GO！ ピカチュウ／Let's GO！ イーブイ,"ns, ",Game Freak,The Pokémon Company,,,,,,,,,,,,,,,,
异度神剑2 黄金之国伊拉,Xenoblade Chronicles 2 Torna: The Golden Country,"ns, ",Monolith Soft,Nintendo,,,,,,,,,,,,,,,,
另一个伊甸 超越时空的猫,アナザーエデン 時空を超える猫,"ns, ios, android, ",Wright Flyer Studios,GREE,,,,,,,,,,,,,,,,
伊森·卡特的消失,The Vanishing of Ethan Carter,"ns, ps4, xb1, ",The Astronauts,The Astronauts,,,最早发售 2015-07-14,false,,,,,,,,,,,,
