GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
全面战争传奇 特洛伊,A TOTAL WAR SAGA: TROY,"pc, ",Creative Assembly,SEGA,最早发售 2020-08-13,true,,,,,,,,,,,,,,
益智之谜 传奇回归,Puzzle Quest: The Legend Returns,"ns, ",Infinite Interactive,D3 Go!,,,,,,,,,,,,,,,,
狂野飙车9 竞速传奇,Asphalt 9：Legends,"ns, ios, ",Gameloft,Gameloft,,,,,,,,,,,,,,,,
佣兵传奇 编年史,Mercenaries Saga Chronicles,"ns, ",Rideon,Circle Entertainment,,,,,,,,,,,,,,,,
绿林侠盗：亡命之徒与传奇,Hood: Outlaws & Legends,"xsx|s, ps5, ps4, xb1, ",Sumo Digital,Focus Home Interactive,,,最早发售 2021-05-10,true,最早发售 2021-05-10,true,,,,,,,,,,
怪诞小镇 地精盖姆雷特传奇,Gravity Falls: Legend of the Gnome Gemulets,"3ds, ",Ubisoft,Ubisoft,,,,,,,,,,,,,最早发售 2015-10-20,false,,
冰城传奇4 深度挖掘,The Bard's Tale IV：Barrows Deep,"pc, ",InXile Entertainment,InXile Entertainment,最早发售 2018-09-18,false,,,,,,,,,,,,,,
眼镜蛇凯：空手道小子传奇再续,Cobra Kai: The Karate Kid Saga Continues,"ns, ps4, xb1, ",Flux Games,GameMill Entertainment,,,最早发售 2020-10-27,false,,,,,,,,,,,,
亚当冒险传奇 起源,Adam's Venture Origins,"ns, ps4, xb1, ",Vertigo Games,SOEDESCO,,,最早发售 2016-04-01,true,,,,,,,,,,,,
全面战争传奇 不列颠王座,Total War Saga: Thrones of Britannia,"pc, ",Creative Assembly,SEGA,最早发售 2018-05-03,true,,,,,,,,,,,,,,
灵魂传奇,Soul Saga,"pc, ",Disastercake,Disastercake,最早发售 2020-02-29,false,,,,,,,,,,,,,,
红烬 不灭传奇,Red Ash – The Indelible Legend,"pc, ",动作,Comcept,最早发售 取消发售,false,,,,,,,,,,,,,,
玛娜传奇 学校里的炼金术师们 携带版+,マナケミア ~学園の錬金術士たち~ ポータブルプラス,"psp, ",Gust Co. Ltd.,Gust Co. Ltd.,,,,,,,,,,,,,,,,
玛娜传奇2 没落学园与炼金术士们,マナケミア2～おちた学園と錬金術士たち～,"psp, ps2, ",Gust Co. Ltd.,Gust Co. Ltd.,,,,,,,,,,,,,,,,
灵魂能力 传奇,Soulcalibur Legends,"wii, ",Project Soul,Bandai Namco,,,,,,,,,,,,,,,,
吉他英雄3 摇滚传奇,Guitar Hero III: Legends of Rock,"pc, ps3, x360, wii, ps2, ",Neversoft,Activision,2007-10-28,false,,,,,,,,,,,,,,
玛娜传奇 学校里的炼金术士们,マナケミア ~学園の錬金術士たち~,"ps2, ",Gust Co. Ltd.,Gust Co. Ltd.,,,,,,,,,,,,,,,,
DIARIO 重生之月 传奇,ディアーリオ リバースムーン レジェンド,"x360, ",Idea Factory,Idea Factory,,,,,,,,,,,,,,,,
古墓丽影：传奇,Tomb Raider: Legend,"pc, ps3, x360, psp, nds, ps2, xbox, ",Crystal Dynamics,Eidos,2006-04-07,false,,,,,,,,,,,,,,
 未名传奇：战士代码,Untold Legends: The Warrior's Code,"psp, ",Daybreak Game,Daybreak Game,,,,,,,,,,,,,,,,
火爆狂飙 传奇,Burnout Legends,"psp, nds, ",Criterion Games,EA,,,,,,,,,,,,,,,,
