GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
从不屈服,Aerial_Knight's Never Yield,"xsx|s, ps5, ns, ",Aerial_Knight,Headup Games,,,,,最早发售 2021-05-19,true,,,,,,,,,,
