GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
战地 恶人连,Battlefield: Bad Company,"ps3, x360, ",DICE,EA,,,,,,,,,,,,,,,,
战地2142,Battlefield 2142,"pc, ",DICE,EA,2006-10-17,false,,,,,,,,,,,,,,
战地 越南,Battlefield Vietnam,"pc, ",DICE,EA,2004-03-04,false,,,,,,,,,,,,,,
战地1942,Battlefield 1942,"pc, xbox, ",DICE,EA,2002-09-11,false,,,,,,,,,,,,,,
掠夺之地,Ravenfield,"pc, ",SteelRaven7,SteelRaven7,最早发售 2017-05-18,false,,,,,,,,,,,,,,
战场的赋格曲,戦場のフーガ,"xsx|s, ps5, ns, ps4, xb1, ",CyberConnect2,CyberConnect2,,,最早发售 2021-07-29,true,最早发售 2021-07-29,true,,,,,,,,,,
失踪：J.J.麦克菲尔德和追忆岛,The Missing: J.J. Macfield and the Island of Memories,"ns, ps4, xb1, ",White Owls Inc.,Arc System Works,,,最早发售 2018-10-11,true,,,,,,,,,,,,
星域,Starfield,"xsx|s, ",Bethesda,Bethesda,,,,,,,,,,,,,,,,
战地2042,Battlefield 2042,"xsx|s, ps5, ps4, xb1, ",DICE,EA,,,最早发售 2021-10-22,true,最早发售 2021-10-22,true,,,,,,,,,,
幻想高尔夫,@field,"psv, ",Sonic Powered,Sonic Powered,,,,,,,,,,,,,,,2012-03-29,false
战地2,Battlefield 2,"pc, ",DICE,EA,最早发售 2005-06-21,false,,,,,,,,,,,,,,
战地5,Battlefield V,"ps4, xb1, ",DICE,EA,,,最早发售 2018-11-20,true,,,,,,,,,,,,
战地1,Battlefield 1,"ps4, xb1, pc, ",DICE,EA,2016-10-21,false,2016-10-21,false,,,,,,,,,,,,
战地：硬仗,Battlefield: Hardline,"ps4, xb1, pc, ps3, x360, ",Visceral Games,EA,2015-03-17,false,2015-03-17,false,,,,,,,,,,,,
战地4,Battlefield 4,"ps4, xb1, pc, ps3, x360, ",DICE,EA,2013-10-29,false,2013-10-29,false,,,,,,,,,,,,
坚守阵地2,Fieldrunners 2,"pc, psv, ",Twitchy Thumbs Entertainment,Subatomic Studios,2012-07-19,false,,,,,,,,,,,,,2012-07-19,false
战地3,Battlefield 3,"ps3, x360, ",EA,EA,,,,,,,,,,,,,,,,
战地 恶人连2,Battlefield: Bad Company 2,"pc, ps3, x360, ",DICE,EA,2010-03-02,false,,,,,,,,,,,,,,
坚守阵地,Fieldrunners,"pc, psp, nds, ",Subatomic Studios,Subatomic Studios,2009-09-30,false,,,,,,,,,,,,,,
机动战士高达战记U.C.0081,機動戦士ガンダム戦記 MOBILE SUIT GUNDAM BATTLEFIELD RECORD U.C.0081,"ps3, ",Bandai Namco,Bandai Namco,,,,,,,,,,,,,,,,
战地1943,Battlefield 1943,"ps3, ",DICE,EA,,,,,,,,,,,,,,,,
