GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
指环王：咕噜,The Lord of the Rings: Gollum,"xsx|s, ps5, ns, ps4, xb1, ",Daedalic Entertainment,Daedalic Entertainment,,,最早发售 2022,false,最早发售 2022,false,,,,,,,,,,
Maglam Lord,マグラムロード,"ns, ",FELISTELLA,D3 Publisher,,,,,,,,,,,,,,,,
指环王Online,The Lord of the Rings Online,"pc, ",Turbine,Midway Games,最早发售 2007-04-24,false,,,,,,,,,,,,,,
Overlord: Fellowship of Evil,Overlord 3,"ps4, xb1, pc, ",2015-10-20,动作,2015-10-20,false,2015-10-20,false,,,,,,,,,,,,
乐高指环王,Lego The Lord of the Rings,"pc, psv, 3ds, ps3, x360, wii, nds, ",TT Fusion,Warner Bros. Games,2012-10-30,false,,,,,,,,,,,2012-10-30,false,2012-10-30,false
天启之王,Lord of Apocalypse,"psv, psp, ",Square Enix,Square Enix,,,,,,,,,,,,,,,2011-12-17,false
枪王 X,Gunlord X,"ns, ",NG:DEV.TEAM,NG:DEV.TEAM,,,,,,,,,,,,,,,,
陷落之王,Lords of the Fallen,"ps4, xb1, pc, ",Deck13,City Interactive,2014-10-28,false,2014-10-28,false,,,,,,,,,,,,
崛起3:泰坦之王,Risen 3: Titan Lords,"ps4, pc, ps3, x360, ",Piranha Bytes,Deep Silver,2014-08-11,false,2014-08-11,false,,,,,,,,,,,,
恶魔城 暗影之王2,Castlevania: Lords of Shadow 2,"ps3, x360, ",Konami,Konami,,,,,,,,,,,,,,,,
恶魔城：暗影之王-命运之镜,Castlevania: Lords of Shadow – Mirror of Fate,"3ds, ",MercurySteam,Konami,,,,,,,,,,,,,2013-03-05,false,,
指环王：北方之战,Lord of the Rings: War in the North,"pc, ps3, x360, ",2011-10-26,动作,2011-10-26,false,,,,,,,,,,,,,,
恶魔城 暗影之王,Castlevania: Lords of Shadow,"pc, ps3, x360, ",MercurySteam,Konami,2010-10-05,false,,,,,,,,,,,,,,
超级机器人大战OG传说 魔装机神 元素之王,スーパーロボット大戦OGサーガ 魔装機神 THE LORD OF ELEMENTAL,"psp, nds, ",Winkysoft,Bandai Namco,,,,,,,,,,,,,,,,
指环王 征服,The Lord of the Rings: Conquest,"pc, ps3, x360, nds, ",Pandemic,EA,2009-01-13,false,,,,,,,,,,,,,,
鬼武者,Onimusha: Warlords,"ns, ps4, xb1, pc, ps2, xbox, ",CAPCOM,CAPCOM,2001-01-25,false,2001-01-25,false,,,,,,,,,,,,
领主争锋,Rising Lords,"pc, ",Argonwood,Argonwood,最早发售 2020-05-28,true,,,,,,,,,,,,,,
刀塔霸业,Dota Underlords,"pc, ios, ",Valve,Valve,最早发售 2019-06-21,true,,,,,,,,,,,,,,
要塞 军阀之战,Stronghold：Warlords,"pc, ",FireFly Studios,FireFly Studios,最早发售 2021-01-27,true,,,,,,,,,,,,,,
益智之谜 战神的挑战,Puzzle Quest: Challenge of the Warlords,"pc, ps3, x360, wii, psp, nds, ps2, ",Infinite Interactive,D3 Go!,2007-03-20,false,,,,,,,,,,,,,,
指环王 冒险卡牌,The Lord of the Rings: Adventure Card Game,"ns, ps4, xb1, ",Antihero Studios,Asmodee Digital,,,最早发售 2019-11-05,false,,,,,,,,,,,,
太空领主,Spacelords,"ps4, xb1, ",MercurySteam,MercurySteam,,,最早发售 2017-09-22,false,,,,,,,,,,,,
双子星座 军阀,Starpoint Gemini Warlords,"xb1, ",Little Green Men Games,Iceberg Interactive,,,,,,,,,,,,,,,,
王国纪元,Lords Mobile,"pc, ios, ",IGG,IGG,最早发售 2019-06-03,true,,,,,,,,,,,,,,
骑马与砍杀2：霸主,Mount & Blade 2: Bannerlord,"pc, ",TaleWorlds,Prime Matter,最早发售 2020-03-30,true,,,,,,,,,,,,,,
