GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
蓝金,Blue Estate,"ps4, xb1, pc, ",Hesaw,Focus Home Interactive,2014-06-24,false,2014-06-24,false,,,,,,,,,,,,
节奏天国 金,リズム天国ゴールド,"nds, ",Nintendo,Nintendo,,,,,,,,,,,,,,,,
宝可梦 心金/魂银,ポケットモンスター ハートゴールド/ソウルシルバー,"nds, ",Game Freak,The Pokémon Company,,,,,,,,,,,,,,,,
蓝月,ブルームーン,"wiiu, ",Rainy Frog,Nintendo,,,,,,,,,,,,,,,,
蓝龙 异界的巨兽,ブルードラゴン 異界の巨獣,"nds, ",Mistwalker,Bandai Namco,,,,,,,,,,,,,,,,
蓝龙,ブルードラゴン,"x360, ",Mistwalker,Microsoft,,,,,,,,,,,,,,,,
宝可梦 蓝,ポケットモンスター 青,"3ds, ",Game Freak,The Pokémon Company,,,,,,,,,,,,,最早发售 2016-02-27,false,,
爱丝卡与罗吉的工作室 ~黄昏天空的炼金术师~,エスカ＆ロジーのアトリエ～黄昏の空の錬金術士～,"ns, ps4, pc, psv, ",Gust Co. Ltd.,Koei Tecmo,最早发售 2020-01-14,true,最早发售 2019-12-25,true,,,,,,,,,,,最早发售 2015-01-22,false
爱夏的工作室 ~黄昏大地之炼金术士~,アーシャのアトリエ 〜黄昏の大地の錬金術士〜,"ns, ps4, pc, psv, ",Gust Co. Ltd.,Koei Tecmo,最早发售 2020-01-14,true,最早发售 2019-12-25,true,,,,,,,,,,,最早发售 2014-03-27,false
夏莉的工作室 ~黄昏海洋的炼金术士~,シャリーのアトリエ～黄昏の海の錬金術士～,"ns, ps4, pc, psv, ",Gust Co. Ltd.,Gust Co. Ltd.,最早发售 2020-01-14,true,最早发售 2019-12-25,true,,,,,,,,,,,最早发售 2016-03-03,false
宝可梦 金/银,ポケットモンスター 金・銀,"3ds, gb, ",Game Freak,Nintendo,,,,,,,,,,,,,最早发售 2017-09-22,false,,
