GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
实况力量棒球2016,実況パワフルプロ野球2016,"ps4, psv, ps3, ",Konami,Konami,,,2016-04-28,false,,,,,,,,,,,2016-04-28,false
实况足球 2016,Pro Evolution Soccer 2016,"ps4, xb1, pc, ps3, x360, ",Konami,Konami,2015-09-15,false,2015-09-15,false,,,,,,,,,,,,
马里奥与索尼克 里约奥运会,Mario & Sonic at the Rio 2016 Olympic Games,"wiiu, 3ds, ",SEGA,SEGA,,,,,,,,,,,,,最早发售 2016-06-02(欧版),false,,
F1 2016,F1 2016,"ps4, xb1, pc, ",Codemasters,Codemasters,2016-08-19,false,2016-08-19,false,,,,,,,,,,,,
F1经理,F1 Manager,"ios, ",Hutch,Hutch,,,,,,,,,,,,,,,,
F1 2015,F1 2015,"ps4, xb1, ",Codemasters,Codemasters,,,最早发售 2015-07-09,true,,,,,,,,,,,,
F1 2018,,"ps4, xb1, pc, ios, android, ",Codemasters,Codemasters,2018-08-24,false,2018-08-24,false,,,,,,,,,,,,
F1 2017,,"ps4, xb1, pc, ",Codemasters,Codemasters,2017-08-25,false,2017-08-25,false,,,,,,,,,,,,
F1 2011,,"pc, psv, 3ds, ps3, ",Codemasters,Codemasters,最早发售 2011-09-20,false,,,,,,,,,,,最早发售 2011-11-24,false,最早发售 2012-02-22,false
F1 2020,,"stadia, ps4, xb1, ",Codemasters,Codemasters,,,最早发售 2020-07-10,true,,,,,,,,,,,,
F1 2021,,"xsx|s, ps5, ps4, xb1, ",Codemasters,EA,,,最早发售 2021-07-16,true,最早发售 2021-07-16,true,,,,,,,,,,
F1 2019,,"ps4, xb1, ",Codemasters,Codemasters,,,最早发售 2019-06-28,false,,,,,,,,,,,,
足球经理2016,Football Manager 2016,"pc, ",Sports Interactive,SEGA,2015-11-13,false,,,,,,,,,,,,,,
舞力全开2016,Just Dance 2016,"ps4, xb1, wiiu, ps3, x360, wii, ",Ubisoft,Ubisoft,,,2015-10-20,false,,,,,,,,,,,,
政治机器2016,The Political Machine 2016,"pc, ",Stardock Entertainment,Stardock Entertainment,最早发售 2016-02-04,false,,,,,,,,,,,,,,
