GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
狂野飙车 3D,Asphalt 3D,"3ds, ",Gameloft,Ubisoft,,,,,,,,,,,,,2011-03-10,false,,
狂野飙车9 竞速传奇,Asphalt 9：Legends,"ns, ios, ",Gameloft,Gameloft,,,,,,,,,,,,,,,,
星际火狐64 3D,Star Fox 64 3D,"3ds, ",Q-Games,Nintendo,,,,,,,,,,,,,2011-07-14,false,,
超级马力欧3D世界,Super Mario 3D World,"wiiu, ",1-UP Studio,Nintendo,,,,,,,,,,,,,,,,
超级马力欧3D世界 + 狂怒世界,スーパーマリオ ３Ｄワールド ＋ フューリーワールド,"ns, ",Nintendo,Nintendo,,,,,,,,,,,,,,,,
查克的挑战3D,Chuck's Challenge 3D,"xb1, pc, ",Niffler,Niffler,2014-02-28,false,,,,,,,,,,,,,,
海军罪案调查处 3D,NCIS 3D,"3ds, ",Ubisoft,Ubisoft,,,,,,,,,,,,,2013-08-24,false,,
虚拟农场3D,Farming Simulator 3D,"3ds, ",GIANTS Software,Focus Home Interactive,,,,,,,,,,,,,2013-04-04,false,,
3D游戏合集,3D Game Collection,"3ds, ",Joindots,Joindots,,,,,,,,,,,,,2012-12-20,false,,
街机3D,Arcade 3D,"3ds, ",Unknown,UFO Interactive Games,,,,,,,,,,,,,2012-12-19,false,,
3D麻将,3D MahJongg,"3ds, ",Joindots,Joindots,,,,,,,,,,,,,2012-11-22,false,,
幻想：宝贝3D,Imagine Babies 3D,"3ds, ",Ubisoft,Ubisoft,,,,,,,,,,,,,2012-10-26,false,,
钓鱼 3D,Fishing 3D,"3ds, ",Tamsoft,D3 Publisher,,,,,,,,,,,,,2011-10-25,false,,
秘密基地建设3D,Azito 3D,"3ds, ",Astec 21,Hamster Corporation,,,,,,,,,,,,,2011-10-13,false,,
青蛙过河3D,Frogger 3D,"3ds, ",Alpha Unit,Konami,,,,,,,,,,,,,2011-09-20,false,,
