GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
巴兰的异想奇境,BALAN WONDERWORLD,"xsx|s, ps5, ns, ps4, xb1, ",Arzest,Square Enix,,,最早发售 2021-03-26,true,最早发售 2021-03-26,true,,,,,,,,,,
