GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
忍者龙剑传Σ2+,Ninja Gaiden Sigma 2 Plus,"psv, ",Team Ninja,Koei Tecmo,,,,,,,,,,,,,,,2013-02-28,false
托托莉的工作室加强版：亚兰德的炼金术士2,Atelier Totori Plus: The Adventure of Arland,"psv, ps3, ",Gust Co. Ltd.,Koei Tecmo,,,,,,,,,,,,,,,2012-11-29,false
AQUAPAZZA,AQUAPAZZA -AQUAPLUS DREAM MATCH-,"ps3, ",格斗,AQUAPLUS,,,,,,,,,,,,,,,,
忍者龙剑传Σ+,Ninja Gaiden Sigma Plus,"psv, ps3, ",Team Ninja,Koei Tecmo,,,,,,,,,,,,,,,2012-02-23,false
ToHeart2 DX 进化版,ToHeart2 DX PLUS,"ps3, ",AQUAPLUS,AQUAPLUS,,,,,,,,,,,,,,,,
蓝龙Plus,ブルードラゴン プラス,"nds, ",AQ Interactive,AQ Interactive,,,,,,,,,,,,,,,,
潜龙谍影 掌上行动 Plus,METAL GEAR SOLID PORTABLE OPS +,"psp, ",Kojima Productions,Konami,,,,,,,,,,,,,,,,
毛线卡比Plus,kirby's Extra Epic Yarn,"3ds, ",HAL Laboratory,Nintendo,,,,,,,,,,,,,2019-03-07,false,,
不可思议的迷宫 风来的西林3 机关屋中沉睡的公主,不思議のダンジョン 風来のシレン3 ~からくり屋敷の眠り姫~,"wii, ",SEGA,SEGA,,,,,,,,,,,,,,,,
陆行鸟不可思议的迷宫 忘却时间的迷宫,チョコボの不思議なダンジョン 時忘れの迷宮,"wii, nds, ",Square Enix,Square Enix,,,,,,,,,,,,,,,,
口袋妖怪 不可思议的迷宫 暗之探险队/时之探险队,ポケモン不思議のダンジョン 時の探検隊・闇の探検隊,"nds, ",Chunsoft,Nintendo,,,,,,,,,,,,,,,,
口袋妖怪 不可思议的迷宫 青色救助队,ポケモン不思議のダンジョン 青の救助隊,"nds, ",Chunsoft,Nintendo,,,,,,,,,,,,,,,,
宝可梦 不可思议的迷宫 救援队DX,Pokémon Mystery Dungeon: Rescue Team DX,"ns, ",Chunsoft,The Pokémon Company,,,,,,,,,,,,,,,,
星空的浪潮,Ar nosurge Plus,"psv, ps3, ",Gust Co. Ltd.,Koei Tecmo,,,,,,,,,,,,,,,2015-07-02,false
詹姆斯敦 PLUS,Jamestown Plus,"ps4, ",Final Form Games,Final Form Games,,,2015-03-17,false,,,,,,,,,,,,
最终幻想 Agito Plus,Final Fantasy Agito Plus,"psv, ",Square Enix,Square Enix,,,,,,,,,,,,,,,2015-01-15,false
跟大姐姐一起做吧！+,もっと姉、ちゃんとしようよっ! +PLUS,"psv, psp, ",Candy Soft,Interheart,,,,,,,,,,,,,,,2014-05-29,false
新爱相随,NEWラブプラス＋,"3ds, ",Konami,Konami,,,,,,,,,,,,,2014-03-27,false,,
Jump全明星乱斗+,J-Stars Victory VS Plus,"ps4, psv, ps3, ",Spike Chunsoft,Bandai Namco,,,2014-03-19,false,,,,,,,,,,,2014-03-19,false
非常E麻将加强版,Tottemo E Mahjong Plus,"ps4, ",Arc System Works,Arc System Works,,,2014-02-22,false,,,,,,,,,,,,
千变的迷宫 风来的希炼 命运之塔与命运之骰,不思議のダンジョン 風来のシレン5plus フォーチュンタワーと運命のダイス,"ns, pc, ",Spike Chunsoft,Spike Chunsoft,最早发售 2020-12-03,true,,,,,,,,,,,,,,
不可思议的迷宫 风来的西林5 幸运之塔与命运骰子,不思議のダンジョン 風来のシレン5 フォーチュンタワーと運命のダイス,"nds, ",Chunsoft,Chunsoft,,,,,,,,,,,,,,,,
Wii Fit Plus,Wii Fit Plus,"wii, ",Nintendo,Nintendo,,,,,,,,,,,,,,,,
