JobName,CompanyName,WorkingArea,Salary
电机控制器软件工程师(MCU算法工程师),创驱（上海）新能源科技有限公司,上海,2.5-3万/月
算法工程师,深圳市维度科技有限公司,深圳,2-3.5万/月
图像算法研究员,深圳睿心智能医疗科技有限公司,深圳,4-5万/月
机器人学算法工程师,美的集团中央研究院,佛山-顺德区,3-6万/月
CSIG16-地图检索算法研究员,深圳市腾讯计算机系统有限公司,北京,
算法工程师（20-40K）,武汉佰钧成技术有限责任公司,深圳-龙华区,2-4万/月
图像算法工程师,广州像素数据技术股份有限公司,广州-海珠区,1.6-3万/月
机器人算法工程师,索菲丝智能科技（上海）有限公司,上海-嘉定区,2-4万/月
图形算法工程师,深圳市小秤砣科技有限公司,深圳-光明区,1.5-2万/月
图像算法 工程师,深圳摩方材料科技有限公司,深圳-龙华区,1.5-2.5万/月
资深机器视觉算法软件工程师,杭州乔戈里科技有限公司,杭州,20-40万/年
软件算法工程师,东莞市德镌精密设备有限公司,东莞,1.5-2万/月
Slam 算法工程师,博众精工科技股份有限公司,苏州-吴江区,2-3万/月
图像算法工程师-[274566],思特威（上海）电子科技股份有限公司,上海-徐汇区,
算法工程师,深圳迪巨智能科技有限公司,深圳,4-5万/月
三维视觉算法工程师,汤恩智能科技（上海）有限公司,上海-青浦区,2-4万/月
电机控制算法工程师,深圳市汇川技术股份有限公司,苏州-吴中区,1.5-2万/月
算法工程师,南京纳特通信电子有限公司,南京,1.5-3万/月
算法工程师（深度学习）,杭州俊元千成人力资源有限公司,杭州-萧山区,2.5-5万/月
slam算法工程师,上海鋆石智能科技有限公司,上海-浦东新区,2-2.5万/月
高级算法工程师（AI技术方向）,苏州振畅智能科技有限公司,苏州-相城区,30-40万/年
算法工程师 软件工程师,宁波尚臣物联科技有限公司,宁波-宁海县,10-20万/年
算法工程师,深圳市岩尚科技有限公司,深圳-南山区,1-2万/月
算法工程师,深圳市华儒科技有限公司,深圳-罗湖区,1.5-2.5万/月
工业机理算法工程师,江苏忽米工业互联网有限公司,苏州-相城区,2-2.5万/月
图像算法工程师,无锡乐骐科技股份有限公司,无锡-滨湖区,1.5-3万/月
GNSS算法专家/资深工程师,千寻位置网络有限公司,上海-杨浦区,2.5-5万/月
算法工程师,慧三维智能科技（苏州）有限公司,苏州-相城区,1.5-2.5万/月
算法工程师,浙江由由科技有限公司,杭州-余杭区,2-4万/月
人工智能算法工程师,深圳市唯特视科技有限公司,深圳,1.9-3.5万/月
图像算法工程师,江苏邦士医疗科技有限公司,南京-玄武区,1.5-3.5万/月
图像算法工程师,慧算智能技术（上海）有限公司,上海-闵行区,30-40万/年
算法工程师,成都玖锦科技有限公司,成都,1.5-2万/月
算法工程师,深圳新锋视科技有限公司,深圳-福田区,1-2.5万/月
无人机视觉算法工程师,珠海紫燕无人飞行器有限公司,珠海,1.2-2.4万/月
算法工程师,谛宝诚（上海）医学影像科技有限公司,北京-大兴区,0.7-1.4万/月
视觉算法工程师,深圳市宝瑞达科技有限公司,深圳-龙岗区,30-40万/年
机器视觉应用/算法工程师,上海美城智能科技有限公司,上海-嘉定区,1-2万/月
运动算法工程师,深圳市大象机器人科技有限公司,深圳-南山区,1.2-2.4万/月
导航算法工程师（深圳光明）,深圳科卫机器人科技有限公司,深圳-光明区,2-3万/月
算法工程师（运筹学方向）,佛山市海天调味食品股份有限公司,佛山-高明区,20-30万/年
三维图像和视觉算法工程师,武汉天际航信息科技股份有限公司,武汉,1.5-2万/月
DSP、或FPGA 算法工程师,合肥求精电子有限公司,合肥,1.2-1.6万/月
算法工程师,北京酷车易美网络科技有限公司,北京-朝阳区,1.5-2万/月
SLAM算法工程师（激光）,乐聚（深圳）机器人技术有限公司,深圳-南山区,1.5-2万/月
推荐和搜素算法高级工程师,天翼爱音乐文化科技有限公司,广州-越秀区,20-35万/年
高级算法工程师,四川丹诺迪科技有限公司,成都-高新区,1.5-2.5万/月
高级算法工程师,上海玄刃科技有限公司,上海-浦东新区,2.5-3万/月
云台控制算法工程师,广州南方卫星导航仪器有限公司,广州-天河区,1-1.5万/月
推荐算法工程师,广州灵感科技有限公司,广州-天河区,1.5-3万/月
算法工程师,元气森林（北京）食品科技集团有限公司,北京-朝阳区,1.5-3万/月
算法工程师（智能视觉处）,苏州精濑光电有限公司,苏州-吴中区,1-2万/月
图像处理与模式识别算法工程师（2021-5G消息-安全）,中移互联网有限公司,广州,2-2.5万/月
计算机视觉算法工程师,上海云拿智能科技有限公司,上海-浦东新区,2.5-5万/月
图像算法工程师,广州蓝勃生物科技有限公司,广州-黄埔区,1.5-2.5万/月
NLP 算法工程师,中电科新型智慧城市研究院有限公司,深圳-福田区,25-40万/年
算法工程师（流动模拟）,西安华线石油科技有限公司,西安,0.8-1.5万/月
算法工程师,易诚博睿（南京）科技有限公司,深圳,2-2.5万/月
算法工程师,中科特思信息技术（深圳）有限公司西安分公司,西安-雁塔区,6-8千/月
算法工程师,湖南拓维云创科技有限责任公司,广州-天河区,1-1.5万/月
算法工程师,西安智人网络科技有限公司,陕西省,3-4万/月
图像算法工程师,西安安森智能仪器股份有限公司,西安-经济技术开发区,1-1.8万/月
视觉算法工程师,深圳创视智能视觉技术股份有限公司,深圳-龙华区,1.5-2.5万/月
视觉算法工程师（周末双休）,广州橘子电气有限公司,广州-白云区,1-2万/月
算法工程师（工作地点：中山）,中山优感科技有限公司,中山,0.8-2.5万/月
算法工程师,深圳市华阳新材料科技有限公司,深圳-宝安区,1.5-3万/月
算法工程师（六险一金、双休、弹性工作）,合肥拉塞特机器人科技有限公司,合肥-高新区,1.5-3万/月
视觉算法工程师（视觉应用工程师）-洛阳,深慧视（深圳）科技有限公司,洛阳-老城区,1.2-2万/月
自动驾驶算法软件主管工程师(J13703),奇瑞汽车股份有限公司,上海-青浦区,2-4万/月
人工智能算法工程师,深圳华侨城文化旅游科技集团有限公司,深圳-南山区,1.5-3万/月
PHM算法研发工程师,北京航天测控技术有限公司,成都-成华区,20-28万/年
图像算法工程师,深圳市智信精密仪器股份有限公司,深圳-龙华区,2-4万/月
电机控制算法工程师,深圳市兆威机电股份有限公司,深圳-宝安区,1.5-2万/月
传感器算法工程师（急聘，高薪高福利，地铁旁）,深圳瑞湖科技有限公司,深圳-宝安区,2.5-5万/月
算法工程师,武汉拓宝科技股份有限公司,武汉-东湖新技术产业开发区,0.8-1.2万/月
AI图像算法工程师,深圳市景阳科技股份有限公司,深圳-南山区,1.5-3万/月
智能汽车事业部 - 定位算法工程师,百度在线网络技术（北京）有限公司,北京,2.5-4.5万/月
血压/心率算法工程师,有品国际科技（深圳）有限责任公司,深圳-南山区,2-4万/月
网约车-算法策略工程师-机器学习,美团,北京-朝阳区,
中级计算机视觉算法工程师,湖南应超智能计算研究院有限责任公司,长沙-长沙县,1.3-1.8万/月
图像处理算法研发工程师,南京图图令科技有限公司,南京-雨花台区,1-2万/月
直流电机控制算法工程师0301,深圳市福联实业有限公司,深圳,20-30万/年
数据算法研发岗(J10238),富德保险控股股份有限公司,深圳-龙岗区,1.2-1.8万/月
图像算法工程师,广东炬森智能装备有限公司,广州-黄埔区,20-30万/年
图像算法组组长,宁波中国科学院信息技术应用研究院,宁波-高新区,1.5-2万/月
图像算法工程师,成都圭目机器人有限公司,成都-龙泉驿区,1.5-2.5万/月
算法工程师,深圳优艾智合机器人科技有限公司,深圳-福田区,2-3.5万/月
视觉算法工程师,杭州半云科技有限公司福州分公司,福州,0.8-1.6万/月
图像算法工程师,深圳昱拓智能有限公司,深圳-龙华区,2-2.5万/月
信号处理算法工程师  （苏州、上海地点皆可）,图达通智能科技（苏州）有限公司,苏州-相城区,1.3-2.5万/月
