JobName,CompanyName,WorkingArea,Salary
数据挖掘工程师,上汽通用五菱汽车股份有限公司,柳州,0.7-1.3万/月
数据挖掘工程师,杭州融轩信息技术有限公司,北京-东城区,1-1.5万/月
数据挖掘工程师,上海今创信息技术有限公司徐州云龙分公司,徐州-云龙区,1-1.5万/月
数据挖掘工程师,南京雪糕网络科技有限公司,上海-徐汇区,0.9-1.5万/月
数据挖掘工程师,四川隧唐科技股份有限公司,成都-武侯区,0.6-1万/月
数据挖掘工程师,华为技术有限公司,东莞,2.5-4.5万/月
数据挖掘工程师,成都易训企业管理咨询有限公司,成都-武侯区,1-1.8万/月
数据挖掘工程师,彩讯科技股份有限公司,深圳,1.3-1.8万/月
数据挖掘,深圳市华曦达科技股份有限公司,深圳-南山区,0.8-1.5万/月
数据挖掘工程师,中国移动通信有限公司在线营销服务中心,郑州-高新区,1.5-2万/月
数据挖掘工程师,企知道网络技术有限公司,深圳,2.5-6万/月
数据挖掘工程师,成都大汇智安科技有限公司,成都-武侯区,1.5-2.7万/月
数据挖掘工程师,河南快客金融服务有限公司,郑州-郑东新区,0.6-1万/月
数据分析师/数据挖掘工程师,深圳巨湾科技有限公司,深圳-南山区,1-3万/月
数据挖掘工程师（NLP方向）,浙江连信科技有限公司,杭州-滨江区,1.5-3万/月
数据挖掘工程师,北谷电子有限公司,济南-高新区,0.9-1.8万/月
数据挖掘工程师,山西合邦电力科技有限公司,太原-小店区,0.6-1万/月
数据挖掘工程师,陕西同力重工股份有限公司,西安-西咸新区,10-15万/年
数据挖掘工程师,明阳智慧能源集团股份公司,深圳-南山区,1-2万/月
数据挖掘工程师,上海井胜通讯技术有限公司,昆明,1.5-2万/月
数据挖掘工程师(J10417),中移（杭州）信息技术有限公司,杭州-余杭区,2.5-4.5万/月
高级数据挖掘/数据分析工程师,苏州丰汇达工程管理咨询有限公司,上海-普陀区,2-2.5万/月
高级数据挖掘师,重庆数宜信信用管理有限公司,重庆-渝北区,1.5-3万/月
数据挖掘/分析工程师,天翼电信终端有限公司,北京-丰台区,1-1.5万/月
03424D-数据挖掘岗,中国平安财产保险股份有限公司深圳分公司,深圳-福田区,2-2.5万/月
AI数据挖掘算法工程师,深圳市弘玉信息技术有限公司,深圳-南山区,2-4万/月
