GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
极限竞速5,Forza Motorsport 5,"xb1, ",Turn 10,Microsoft,,,,,,,,,,,,,,,,
极限竞速 地平线,Forza Horizon,"x360, ",Playground Games,Microsoft,,,,,,,,,,,,,,,,
Ben 10 银河竞速,Ben 10: Galactic Racing,"psv, 3ds, ps3, x360, wii, nds, ",Monkey Bar Games,D3 Publisher,,,,,,,,,,,,,2011-10-18,false,2011-10-18,false
极限竞速4,Forza Motorsport 4,"x360, ",Microsoft,Microsoft,,,,,,,,,,,,,,,,
极限竞速3,Forza Motorsport 3,"x360, ",Turn 10,Microsoft,,,,,,,,,,,,,,,,
极限竞速2,Forza Motorsport 2,"x360, ",Turn 10,Microsoft,,,,,,,,,,,,,,,,
狂野飙车9 竞速传奇,Asphalt 9：Legends,"ns, ios, ",Gameloft,Gameloft,,,,,,,,,,,,,,,,
极限竞速,Forza Motorsport,"xbox, ",Turn 10,Microsoft,,,,,,,,,,,,,,,,
极限竞速（暂名）,Forza Motorsport,"xsx|s, ",Turn 10,Microsoft,,,,,,,,,,,,,,,,
极限竞速 地平线5,Forza Horizon 5,"xsx|s, xb1, ",Playground Games,Microsoft,,,,,,,,,,,,,,,,
极限竞速6,Forza Motorsport 6,"xb1, pc, ",Turn 10,Microsoft,2015-09-15,false,,,,,,,,,,,,,,
神力科莎 竞速,Assetto Corsa Competizione,"ps4, xb1, ",Kunos Simulazioni,505 Games,,,最早发售 2020-06-23,true,,,,,,,,,,,,
神力科莎,Assetto Corsa,"ps4, xb1, pc, ",Kunos Simulazioni,505 Games,2014-12-19,false,2014-12-19,false,,,,,,,,,,,,
极限竞速街头赛,Forza Street,"pc, ios, android, ",Turn 10,Microsoft,2019-04-16,false,,,,,,,,,,,,,,
崛起：未来竞速,RISE: Race The Future,"ps4, xb1, pc, wiiu, 3ds, ",VD-Dev,VD-Dev,2018-10-26,false,2018-10-26,false,,,,,,,,,2018-10-26,false,,
极限竞速 地平线4,Forza Horizon 4,"xsx|s, xb1, ",Playground Games,Microsoft,,,,,,,,,,,,,,,,
极限竞速7,Forza Motorsport 7,"xb1, pc, ",Turn 10,Turn 10,2017-10-03,false,,,,,,,,,,,,,,
极限竞速 地平线3 风火轮,Forza Horizon 3 Hot Wheels,"xb1, pc, ",Playground Games,Microsoft,2017-05-09,false,,,,,,,,,,,,,,
极限竞速 地平线3 暴风雪山,Forza Horizon 3 Blizzard Mountain,"xb1, pc, ",Playground Games,Microsoft,2016-12-13,false,,,,,,,,,,,,,,
极限竞速 地平线3,Forza Horizon 3,"xb1, pc, ",Playground Games,Microsoft,2016-09-27,false,,,,,,,,,,,,,,
极限竞速 地平线2,Forza Horizon 2,"xb1, x360, ",Playground Games,Microsoft,,,,,,,,,,,,,,,,
卡利布尔10系列竞速赛,Calibre 10 Racing Series,"xb1, pc, ",Hesaw,Focus Home Interactive,2014-03-26,false,,,,,,,,,,,,,,
凯蒂猫竞速,Hello Kitty Kruisers,"wiiu, ",Scarab Entertainment,Bergsala Lightweight,,,,,,,,,,,,,,,,
