GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
百万亚瑟王 秘术之血,Million Arthur: Arcana Blood,"ps4, pc, ",Team Arcana,Square Enix,最早发售 2019-06-20,false,最早发售 2018-11-29,false,,,,,,,,,,,,
迷宫×血统 无限,迷宫クロスブラッド インフィニティ,"psv, ",Experience,CyberFront,,,,,,,,,,,,,,,2013-04-25,false
迷宫×血统 无限终极,Meikyuu Cross Blood: Infinity Ultimate,"psv, ",Experience,5pb.,,,,,,,,,,,,,,,最早发售 2014-08-28,false
杀手：血钱,Hitman: Blood Money,"ps4, xb1, pc, ps3, x360, ps2, ",IO Interactive,Eidos,最早发售 2006-05-26(欧版),false,最早发售 2019-01-11,false,,,,,,,,,,,,
德军总部 旧血脉,Wolfenstein: The Old Blood,"ps4, xb1, pc, ",Machine Games,Bethesda,2015-05-05,false,2015-05-05,false,,,,,,,,,,,,
赤痕：月之诅咒,Bloodstained: Curse of the Moon,"ns, ps4, xb1, pc, psv, 3ds, ",Inti Creates,505 Games,2018-05-24,false,2018-05-24,false,,,,,,,,,2018-05-24,false,2018-05-24,false
赤痕：月之诅咒2,Bloodstained: Curse of the Moon 2,"ns, ps4, xb1, ",Inti Creates,Inti Creates,,,最早发售 2020-07-10,false,,,,,,,,,,,,
嗜血本性,Bloodroots,"ns, ps4, ",Paper Cult,Paper Cult,,,最早发售 2020-02-28,true,,,,,,,,,,,,
月姬格斗 Type Lumina,MELTY BLOOD: TYPE LUMINA,"ns, ps4, xb1, ",French Bread,DELiGHTWORKS,,,最早发售 2021-09-30,true,,,,,,,,,,,,
赤痕：夜之仪式,Bloodstained: Ritual of the Night,"ns, ps4, xb1, pc, ios, ",ArtPlay,505 Games,最早发售 2019-06-18,true,最早发售 2019-06-18,true,,,,,,,,,,,,
铁拳6,Tekken 6: Bloodline Rebellion,"ps3, x360, ",Bandai Namco,Bandai Namco,,,,,,,,,,,,,,,,
狂野西部 生死同盟,Call of Juarez: Bound in Blood,"pc, ps3, x360, ",Techland,Ubisoft,2009-06-30,false,,,,,,,,,,,,,,
死刑犯2 充血,Condemned 2: Bloodshot,"ps3, x360, ",SEGA,SEGA,,,,,,,,,,,,,,,,
战火兄弟连 浴血奋战,Brothers in Arms:Earned in Blood,"pc, ps2, xbox, ",Gearbox Software,Ubisoft,2005-10-06,false,,,,,,,,,,,,,,
血腥体育秀,Bloodsports.TV,"pc, ",Fatshark,Fatshark,最早发售 2015-03-30,false,,,,,,,,,,,,,,
德军总部 新血脉,Wolfenstein Youngblood,"stadia, ns, ps4, xb1, ",Machine Games,Bethesda,,,最早发售 2019-07-26,true,,,,,,,,,,,,
直到黎明：血脉偾张,Until Dawn: Rush of Blood,"ps4, ",Supermassive Games,Sony Interactive Entertainment,,,最早发售 2016-10-10,true,,,,,,,,,,,,
吸血鬼之避世 血猎,Vampire The Masquerade: Bloodhunt,"pc, ",Sharkmob AB,Sharkmob AB,最早发售 2021,true,,,,,,,,,,,,,,
吸血鬼之避世 血族2,Vampire: The Masquerade – Bloodlines 2,"xsx|s, ps5, ",官网地址,Paradox Interactive,,,,,最早发售 发售日未定,false,,,,,,,,,,
魔法门7：血统与荣耀,Might and Magic VII: For Blood and Honor,"pc, ",New World Computing,3DO,最早发售 1999-06-09,false,,,,,,,,,,,,,,
死亡花园,DeathGarden,"pc, ",Behaviour Interactive,Behaviour Interactive,最早发售 2018-08-14,true,,,,,,,,,,,,,,
月姬格斗 Act Cadenza,MELTY BLOOD Act Cadenza,"pc, ps2, ",Ecole Software,SEGA,2006-08-10,false,,,,,,,,,,,,,,
海贼王：燃烧之血,One Piece:Burning Blood,"ps4, xb1, pc, psv, ",Spike Chunsoft,Bandai Namco,2016-04-21,false,2016-04-21,false,,,,,,,,,,,2016-04-21,false
血源诅咒,Bloodborne,"ps4, ",FromSoftware,Sony Interactive Entertainment,,,最早发售 2015-03-24,true,,,,,,,,,,,,
魔鬼恋人：血祭 限定版,Diabolik Lovers More,"psv, ",Otomate,Idea Factory,,,,,,,,,,,,,,,2015-01-15,false
尸体派对：驭血,Corpse Party: Blood Drive,"psv, ",Team GrisGris,5pb.,,,,,,,,,,,,,,,2014-07-24,false
跨越俺的尸体2,Oreshika: Tainted Bloodlines,"psv, ",Alfa System,Sony Interactive Entertainment,,,,,,,,,,,,,,,2014-07-17,false
浴血屠杀,Bloodbath,"pc, ps3, x360, ",Freedom Factory,Freedom Factory,2014-06-16,false,,,,,,,,,,,,,,
影牢：黑暗公主,Deception IV: Blood Ties,"psv, ps3, ",Koei Tecmo,Koei Tecmo,,,,,,,,,,,,,,,2014-02-27,false
孤岛惊魂3 血龙,Far Cry 3: Blood Dragon,"ps3, x360, ",Ubisoft,Ubisoft,,,,,,,,,,,,,,,,
雨血前传：蜃楼,Rain Blood Chronicles: Mirage,"ps4, xb1, pc, ps3, ",灵游坊,上海东方明珠,最早发售 2013-01-15,true,最早发售 2015-06-23,true,,,,,,,,,,,,
吸血莱恩 背叛,BloodRayne: Betrayal,"ps3, x360, ",Majesco Entertainment,Majesco Entertainment,,,,,,,,,,,,,,,,
007 血石,James Bond 007: Blood Stone,"pc, ps3, x360, nds, ",Bizarre Creations,Activision,2010-11-02,false,,,,,,,,,,,,,,
刺客信条 血缘,Assassin's Creed: Bloodlines,"psp, ",Ubisoft,Ubisoft,,,,,,,,,,,,,,,,
鲜血与真相,Blood & Truth,"ps4, ",London Studio,Sony Interactive Entertainment,,,2019-05-28,false,,,,,,,,,,,,
