GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
第七夜：无限轮回的终结,Never7 -the end of infinty-,"dc, pc, ios, android, psp, ps2, ",KID,KID,最早发售 2001-10-26,true,,,,,,,,,,,,,,
魔法门7：血统与荣耀,Might and Magic VII: For Blood and Honor,"pc, ",New World Computing,3DO,最早发售 1999-06-09,false,,,,,,,,,,,,,,
70 亿人,7 Billion Humans,"ns, pc, ",Tomorrow Corporation,Tomorrow Corporation,最早发售 2018-08-23,false,,,,,,,,,,,,,,
魔法门之英雄无敌7,Might & Magic: Heroes VII,"pc, ",Limbic Entertainment,Ubisoft,最早发售 2015-09-29,true,,,,,,,,,,,,,,
最终幻想7 第一战士,Final Fantasy VII: The First Soldier,"ios, ",Square Enix,Square Enix,,,,,,,,,,,,,,,,
三国群英传7,三国群英传VII,"pc, ",宇峻奥汀,宇峻奥汀,最早发售 2007-12-19,true,,,,,,,,,,,,,,
最终幻想7,Final Fantasy VII,"ns, ps4, xb1, pc, ios, android, ps3, psp, ",Square,Square,最早发售 1998-06-24(美版),false,最早发售 2015-12-05,false,,,,,,,,,,,,
最终幻想7 Ever Crisis,Final Fantasy VII: Ever Crisis,"ios, ",Square Enix,Square Enix,,,,,,,,,,,,,,,,
伊苏7,Ys SEVEN,"pc, psv, ",Nihon Falcom,Nihon Falcom,最早发售 2012-07-26,false,,,,,,,,,,,,,最早发售 2012-02-15,false
最终幻想7 重制版 间奏,Final Fantasy VII Remake Intergrade,"ps5, ",Square Enix,Square Enix,,,,,最早发售 2021-06-10,true,,,,,,,,,,
七罪绯红,7’sCarlet,"psv, ",文字,Otomate,,,,,,,,,,,,,,,2016-07-21,false
绯红结系,Scarlet Nexus,"xsx|s, ps5, ps4, xb1, ",Bandai Namco,Bandai Namco,,,最早发售 2021-06-24,true,最早发售 2021-06-24,true,,,,,,,,,,
死或生：沙滩排球3 Scarlet,DEAD OR ALIVE Xtreme 3 Scarlet,"ns, ps4, ",Koei Tecmo,Koei Tecmo,,,2019-03-20,false,,,,,,,,,,,,
沙加 绯色天恩,SaGa Scarlet Grace,"psv, ",Square Enix,Square Enix,,,,,,,,,,,,,,,2016-12-15,false
红帽仙踪,Scarlet Hood and the Wicked Wood,"pc, ",Devespresso Games,Headup Games,最早发售 2021-04-08,true,,,,,,,,,,,,,,
皇牌空战7 未知天空,Ace Combat 7: Skies Unknown,"ps4, xb1, ",Project Aces,Bandai Namco,,,最早发售 2019-01-17,true,,,,,,,,,,,,
死亡之屋 血色黎明,House of the Dead：Scarlet Dawn,"arcade, ",SEGA,SEGA,,,,,,,,,,,,,,,,
我们的世界已经终结,俺達の世界わ終っている。,"ns, ps4, ",Red Entertainment,MAGES.,,,最早发售 2019-02-28,false,,,,,,,,,,,,
极限竞速7,Forza Motorsport 7,"xb1, pc, ",Turn 10,Turn 10,2017-10-03,false,,,,,,,,,,,,,,
铁拳7,Tekken 7,"ps4, xb1, ",Bandai Namco,Bandai Namco,,,最早发售 2017-06-01,true,,,,,,,,,,,,
马里奥赛车7,Mario Kart 7,"3ds, ",Retro Studios,Nintendo,,,,,,,,,,,,,2011-12-01,false,,
合金弹头7,Metal Slug 7,"pc, psv, nds, ",SNK,SNK,2008-07-17,false,,,,,,,,,,,,,2008-07-17,false
NBA 2K7,NBA 2K7,"ps3, x360, ps2, xbox, ",Visual Concepts,2K,,,,,,,,,,,,,,,,
地狱犬的挽歌 最终幻想7,Dirge of Cerberus: Final Fantasy VII,"ps2, ",Square Enix,Square Enix,,,,,,,,,,,,,,,,
遥远时空７,遙かなる時空の中で ７,"ns, ",Ruby Party,Koei Tecmo,,,,,,,,,,,,,,,,
七法师,7 Mages,"pc, ",Napoleon Games,Napoleon Games,最早发售 2016-06-23,false,,,,,,,,,,,,,,
真·三国无双7 帝国,真·三國無双7：Empires,"ns, ps4, xb1, pc, psv, ",Omega Force,Koei Tecmo,最早发售 2014-11-20,true,最早发售 2014-11-20,true,,,,,,,,,,,最早发售 2014-11-20,true
仙剑奇侠传七,Chinese Paladin: Sword and Fairy 7,"pc, ",北京软星,方块游戏,最早发售 2021-10-15,true,,,,,,,,,,,,,,
最终幻想7 重制版,FINAL FANTASY VII REMAKE,"ps4, ",Square Enix,Square Enix,,,最早发售 2020-04-10,true,,,,,,,,,,,,
如龙7 光与暗的去向,龍が如く7 光と闇の行方,"xsx|s, ps5, ps4, xb1, ",SEGA,SEGA,,,最早发售 2020-01-16,true,最早发售 2021-03-02,true,,,,,,,,,,
