GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
异形橄榄球联盟,Mutant Football League,"ps4, xb1, ",Digital Dreams Entertainment LLC,Digital Dreams Entertainment LLC,,,最早发售 2018-01-09,false,,,,,,,,,,,,
艾森霍恩 异形审判官,Eisenhorn: XENOS,"pc, ios, ",Pixel Hero Games,Pixel Hero Games,最早发售 2016-05-19,false,,,,,,,,,,,,,,
异形：隔离,Alien: Isolation,"ns, ps4, xb1, pc, ps3, ",Creative Assembly,SEGA,最早发售 2014-10-07,false,最早发售 2014-10-07,false,,,,,,,,,,,,
隔离,Sundered,"ps4, pc, ",2017-07-28,动作,2017-07-28,false,2017-07-28,false,,,,,,,,,,,,
隔离通告,Quarantine Circular,"ns, ",Bithell Games,Bithell Games,,,,,,,,,,,,,,,,
异形国度,Alienation,"ps4, ",Housemarque,Sony Interactive Entertainment,,,2016-04-26,false,,,,,,,,,,,,
异形2,Anomaly 2,"ps4, ",即时战略,11 bit studios,,,2014-09-16,false,,,,,,,,,,,,
异形 殖民陆战队,Aliens: Colonial Marines,"pc, ps3, x360, ",SEGA,SEGA,2013-02-12,false,,,,,,,,,,,,,,
异形混沌3D,Alien Chaos 3D,"3ds, ",Ludosity,GMG Play,,,,,,,,,,,,,2012-09-25,false,,
黑衣人 异形危机,Men In Black Alien Crisis,"ps3, ",Fun Labs,Activision,,,,,,,,,,,,,,,,
超变异形,Super Mutant Alien Assault,"ns, ps4, xb1, pc, ",Cybernate,Fellow Traveller,最早发售 2015-08-20,false,最早发售 2016-07-12,false,,,,,,,,,,,,
异形战机 FINAL 2,R-TYPE FINAL 2,"xsx|s, ns, ps4, xb1, ",Irem,Granzella,,,最早发售 2021-04-29,true,,,,,,,,,,,,
异形工厂,shapez.io,"pc, ",Tobias Springer,Tobias Springer,最早发售 2020-06-07,true,,,,,,,,,,,,,,
异形天降,Megaton Rainfall,"ns, ps4, xb1, ","Pentadimensional Games, SL","Pentadimensional Games, SL",,,最早发售 2017-10-17,false,,,,,,,,,,,,
