GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
原子之心,Atomic Heart,"xsx|s, ps5, ps4, xb1, ",Mundfish,Mundfish,,,最早发售 2021,false,最早发售 2021,false,,,,,,,,,,
