GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
Fate/无限代码 携带版,Fate/unlimited codes PORTABLE,"psp, ",CAPCOM,CAPCOM,,,,,,,,,,,,,,,,
Fate/无限代码,Fate/unlimited codes,"ps2, ",CAPCOM,CAPCOM,,,,,,,,,,,,,,,,
机密武装 传染,Coded Arms：Contagion,"psp, ",Creat Studios,Konami,,,,,,,,,,,,,,,,
 未名传奇：战士代码,Untold Legends: The Warrior's Code,"psp, ",Daybreak Game,Daybreak Game,,,,,,,,,,,,,,,,
机密武装,Coded Arms,"psp, ",Konami,Konami,,,,,,,,,,,,,,,,
code_18,,"pc, x360, ",CyberFront,CyberFront,最早发售 2012-12-21,false,,,,,,,,,,,,,,
代号：S.T.E.A.M.,Code Name S.T.E.A.M.,"3ds, ",Intelligent Systems,Nintendo,,,,,,,,,,,,,最早发售 2015-03-13,false,,
逆向坍塌：面包房行动,Reverse Collapse: Code Name Bakery,"ns, pc, ios, ",云母组,心动网络,最早发售 2021-10-02,true,,,,,,,,,,,,,,
杀手：代号47,Hitman: Codename 47,"pc, ",IO Interactive,Eidos,最早发售 2000-11-19,true,,,,,,,,,,,,,,
生化危机 代号：维罗妮卡X,Resident Evil Code: Veronica X,"dc, ps4, ps3, x360, ps2, ",CAPCOM,CAPCOM,,,最早发售 2017-05-09,false,,,,,,,,,,,,
远星物语,CrossCode,"ps5, ns, ps4, xb1, ",Radical Fish Games,Deck13,,,最早发售 2020-07-09,true,最早发售 2021,true,,,,,,,,,,
第七龙神3 code:VFD,セブンスドラゴンIII code:VFD,"3ds, ",SEGA,SEGA,,,,,,,,,,,,,2015-10-15,false,,
CODE CRACKER 代码破译者,CODE CRACKER,"pc, ",文字,官网地址,2019-03-26,false,,,,,,,,,,,,,,
硬核机甲,Hardcore Mecha,"ns, ps4, ",火箭拳科技,火箭拳科技,,,最早发售 2019-06-27,true,,,,,,,,,,,,
背叛者代码,Judas Code,"psv, ",tri-Ace,tri-Ace,,,,,,,,,,,,,,,2014-08-21,false
戏剧性谋杀,Dramatical Murder Re:code,"psv, ",Nitro+CHiRAL,Nitroplus,,,,,,,,,,,,,,,2014-01-30,false
公主密码,Code of Princess,"3ds, ",Agatsuma Entertainment,Agatsuma Entertainment,,,,,,,,,,,,,2012-04-19,false,,
Code:Realize 创世的公主,Code:Realize ～创世の姫君～,"ns, ps4, ",Otomate,Idea Factory,,,最早发售 2017-08-24,false,,,,,,,,,,,,
匿名代码,ANONYMOUS;CODE,"ns, ps4, ",Chiyomaru Studio,MAGES.,,,最早发售 2021-秋季(日版),false,,,,,,,,,,,,
噬血代码,Code Vein,"ps4, xb1, ",Bandai Namco,Bandai Namco,,,最早发售 2019-09-26,true,,,,,,,,,,,,
.hack//G.U. Last Recode,,"ps4, pc, ",CyberConnect2,Bandai Namco,2017-11-01,false,2017-11-01,false,,,,,,,,,,,,
苍翼异闻录 代码：新生,XBLAZE CODE : EMBRYO,"psv, ps3, x360, ",Arc System Works,Arc System Works,,,,,,,,,,,,,,,2013-07-25,false
数码宝贝世界：复原,Digimon World Re:Digitize Decode,"3ds, psp, ",Tri-Crescendo,Bandai Namco,,,,,,,,,,,,,2013-06-27,false,,
