GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
无限边境 EXCEED 超级机器人大战OG传奇,無限のフロンティアEXCEED スーパーロボット大戦OGサーガ,"nds, ",Monolith Soft,Bandai Namco,,,,,,,,,,,,,,,,
杰克与达斯特 失落的边境,Jak and Daxter: The Lost Frontier,"psp, ps2, ",High Impact Games,Sony Interactive Entertainment,,,,,,,,,,,,,,,,
怪物猎人 边境 Online,モンスターハンター フロンティア オンライン,"pc, wiiu, psv, ps3, x360, ",动作,CAPCOM,2007-07-05,false,,,,,,,,,,,,,2007-07-05,false
阿凡达：潘多拉边境,Avatar: Frontiers of Pandora,"xsx|s, ps5, stadia, ",Ubisoft,Ubisoft,,,,,最早发售 2022,true,,,,,,,,,,
边境,Boundary,"ps4, ",柳叶刀科技,柳叶刀科技,,,最早发售 2021-夏季,true,,,,,,,,,,,,
边境保卫战,Border Break,"ps4, ",SEGA,SEGA,,,2018-08-02,false,,,,,,,,,,,,
怪物猎人：边境Z,モンスターハンター フロンティアZ,"ps4, pc, wiiu, psv, ps3, x360, ",CAPCOM,CAPCOM,2016-11-09,false,2016-11-09,false,,,,,,,,,,,2016-11-09,false
召唤之夜6：失落边境,サモンナイト6 失われた境界たち,"ps4, psv, ",Bandai Namco,Bandai Namco,,,2016-03-10,false,,,,,,,,,,,2016-03-10,false
星界边境,Starbound,"ps4, xb1, pc, psv, ",Chucklefish Games,Chucklefish Games,2015-12-31,false,2015-12-31,false,,,,,,,,,,,2015-12-31,false
怪物猎人：边境G6,Monster Hunter: Frontier G6,"pc, wiiu, psv, ps3, x360, ",CAPCOM,CAPCOM,2014-11-19,false,,,,,,,,,,,,,2014-11-19,false
怪物猎人：边境G5,Monster Hunter: Frontier G5,"pc, wiiu, psv, ps3, x360, ",CAPCOM,CAPCOM,2014-07-23,false,,,,,,,,,,,,,2014-07-23,false
怪物猎人：边境G Genuine,Monster Hunter: Frontier G Genuine,"pc, wiiu, psv, ps3, x360, ",CAPCOM,CAPCOM,2014-04-23,false,,,,,,,,,,,,,2014-04-23,false
怪物猎人：边境G,Monster Hunter: Frontier G,"pc, wiiu, psv, ps3, x360, ",CAPCOM,CAPCOM,2013-12-11,false,,,,,,,,,,,,,2013-12-11,false
边境之门,FRONTIER GATE（フロンティアゲ-ト）,"psp, ",Konami,Konami,,,,,,,,,,,,,,,,
超时空要塞 三角边境,マクロストライアングルフロンティア,"psp, ",Artdink,Bandai Namco,,,,,,,,,,,,,,,,
地狱边境,Limbo,"ns, xb1, pc, ios, psv, ps3, x360, ",Playdead,Playdead,2010-07-21,false,,,,,,,,,,,,,2010-07-21,false
