GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
东方苍神缘起V,東方蒼神縁起V,"psv, ",Strawberry Bose,Sony Interactive Entertainment,,,,,,,,,,,,,,,2016-04-28,false
刀剑神域：导演版,Sword Art Online: Game Director’s Edition,"ps4, ",Bandai Namco,Bandai Namco,,,2015-11-19,false,,,,,,,,,,,,
神界：原罪 加强版,Divinity Original Sin: Enhanced Edition,"ps4, xb1, ",Larian Studios,Focus Home Interactive,,,最早发售 2015-10-27(美版),true,,,,,,,,,,,,
万亿魔坏神,魔壊神トリリオン,"psv, ",Compile Heart,Compile Heart,,,,,,,,,,,,,,,2015-07-23,false
刀剑神域：失落之歌,Sword Art Online: Lost Song,"ps4, psv, ",Artdink,Bandai Namco,,,最早发售 2015-03-26,true,,,,,,,,,,,最早发售 2015-03-26,true
鹿神,The Deer God,"xb1, pc, wiiu, ",Crescent Moon Games,Crescent Moon Games,2015-02-27,false,,,,,,,,,,,,,,
绝命神枪,Gunscape,"xb1, pc, ",Blowfish Studios,Blowfish Studios,2015-02-26,false,,,,,,,,,,,,,,
真流行之神,真流行り神,"psv, ps3, ",日本一,日本一,,,,,,,,,,,,,,,2014-08-07,false
新忍者神龟,Teenage Mutant Ninja Turtles,"3ds, ",Magic Pockets,Activision,,,,,,,,,,,,,2014-08-05,false,,
刀剑神域：虚空断章,ソードアート・オンライン －ホロウ・フラグメント－,"psv, ",Aquria,Bandai Namco,,,,,,,,,,,,,,,2014-04-24,false
御姐武戏Z 神乐 with NoNoNo,お姊チャンバラZ ～カグラ～ With NoNoNo!,"ps3, ",D3 Publisher,D3 Publisher,,,,,,,,,,,,,,,,
尼克忍者神龟,Nickelodeon Teenage Mutant Ninja Turtles,"3ds, x360, wii, ",Magic Pockets,Activision,,,,,,,,,,,,,2013-10-22,false,,
荒神,Aragami,"ps4, xb1, pc, ",Lince Works,Maximum Games,2016-10-04,false,2016-10-04,false,,,,,,,,,,,,
拾荒花园,Scrap Garden,"pc, ",Flazm,Flazm,最早发售 2016-05-07,true,,,,,,,,,,,,,,
拾荒者,Scavengers,"pc, ",官网地址,Midwinter Entertainment,最早发售 发售日未定,false,,,,,,,,,,,,,,
鬼谷八荒,,"pc, ",鬼谷工作室,Lightning Games,最早发售 2021-01-27,true,,,,,,,,,,,,,,
四女神Online 网络次元海王星,四女神オンライン CYBER DIMENSION NEPTUNE,"ps4, pc, ",Compile Heart,Compile Heart,2017-02-09,false,2017-02-09,false,,,,,,,,,,,,
盖特破坏者 神,ガイストクラッシャーゴッド,"3ds, ",CAPCOM,CAPCOM,,,,,,,,,,,,,2014-09-04,false,,
超级机器人大战OG传说 魔装机神F 终焉的棺木,スーパーロボット大戦OGサーガ 魔装機神F COFFIN OF THE END,"ps3, ",Bandai Namco,Bandai Namco,,,,,,,,,,,,,,,,
日本职业麻将联盟推荐 彻底麻将！挑战女职业选手！彻万女神 特别版,日本プロ麻雀連盟推薦 とことん麻雀! 女流プロに挑戦! 徹萬女神 スペシャル,"psv, ",Kaga Create,Kaga Create,,,,,,,,,,,,,,,2013-11-28,false
超级机器人大战OG传说：魔装机神3 以正义为傲,スーパーロボット大戦OGサーガ 魔装機神III PRIDE OF JUSTICE,"psv, ps3, ",BANPRESTO,Bandai Namco,,,,,,,,,,,,,,,2013-08-22,false
神咒神威神乐 曙之光,神咒神威神楽 曙之光,"psv, ",Views Corporation,Views Corporation,,,,,,,,,,,,,,,2013-04-25,false
超级机器人大战OG传说：魔装机神2 邪神启示录 ,スーパーロボット大戦OGサーガ　魔装機神Ⅱ　REVELATION OF EVIL GOD,"psp, ",BANPRESTO,Bandai Namco,,,,,,,,,,,,,,,,
武装神姬 战斗大师,武装神姫 BATTLE MASTERS,"psp, ",Pyramid,Konami,,,,,,,,,,,,,,,,
Kilka牌神,Kilka Card Gods,"psv, ",Bamtang Games,Bamtang Games,,,,,,,,,,,,,,,2013-10-17,false
